web-scraper-order,web-scraper-start-url,Team,W-val,L-val,ERA,G-val,GS-val,CG-val,SHO,SV-val,SVO,IP-val,H-val,R-val,ER-val,HR-val,HB-val,BB-val,SO-val,WHIP,AVG
"1718121790-307","https://www.milb.com/stats/pitching?page=12","JAX","1","3","4.03","9","1","0","0","0","0","22.1","30","10","10","1","0","9","15","1.75",".323"
"1718121790-308","https://www.milb.com/stats/pitching?page=12","WOR","2","0","2.70","4","0","0","0","0","1","6.2","3","2","2","0","1","1","15","0.60",".130"
"1718121794-309","https://www.milb.com/stats/pitching?page=11","OMA","1","1","2.87","10","0","0","0","0","0","15.2","14","5","5","1","0","9","19","1.47",".226"
"1718121794-310","https://www.milb.com/stats/pitching?page=11","COL","2","0","0.00","7","0","0","0","1","1","9.0","4","0","0","0","0","1","19","0.56",".129"
"1718121794-311","https://www.milb.com/stats/pitching?page=11","TOL","2","2","6.04","13","0","0","0","0","0","22.1","22","18","15","2","0","19","19","1.84",".262"
"1718121794-312","https://www.milb.com/stats/pitching?page=11","IND","0","3","7.97","4","4","0","0","0","0","20.1","26","22","18","4","2","14","19","1.97",".295"
"1718121794-313","https://www.milb.com/stats/pitching?page=11","NAS","2","0","2.60","14","0","0","0","1","2","17.1","13","5","5","0","0","4","19","0.98",".203"
"1718121794-314","https://www.milb.com/stats/pitching?page=11","DUR","2","2","5.71","5","4","0","0","0","0","17.1","17","11","11","4","2","6","19","1.33",".254"
"1718121794-315","https://www.milb.com/stats/pitching?page=11","CLT","1","0","2.36","17","0","0","0","0","1","26.2","20","9","7","2","0","14","19","1.28",".206"
"1718121794-316","https://www.milb.com/stats/pitching?page=11","DUR","2","0","1.84","9","0","0","0","1","1","14.2","10","3","3","1","0","4","19","0.95",".185"
"1718121794-317","https://www.milb.com/stats/pitching?page=11","SYR","2","2","2.45","14","1","0","0","1","2","18.1","11","8","5","4","1","10","19","1.15",".180"
"1718121794-318","https://www.milb.com/stats/pitching?page=11","LHV","1","0","7.78","20","0","0","0","2","2","19.2","18","17","17","4","3","16","18","1.73",".240"
"1718121794-319","https://www.milb.com/stats/pitching?page=11","NAS","1","3","4.97","12","4","0","0","0","0","29.0","29","17","16","3","0","13","18","1.45",".252"
"1718121794-320","https://www.milb.com/stats/pitching?page=11","IOW","1","1","6.55","10","0","0","0","0","0","11.0","12","10","8","1","0","11","18","2.09",".267"
"1718121794-321","https://www.milb.com/stats/pitching?page=11","ROC","2","2","2.73","19","0","0","0","0","0","26.1","20","10","8","4","1","9","18","1.10",".204"
"1718121794-322","https://www.milb.com/stats/pitching?page=11","CLT","1","1","5.17","14","0","0","0","1","3","15.2","11","9","9","5","1","13","18","1.53",".193"
"1718121794-323","https://www.milb.com/stats/pitching?page=11","ROC","1","1","5.54","22","0","0","0","0","0","26.0","24","17","16","2","1","18","18","1.62",".245"
"1718121794-324","https://www.milb.com/stats/pitching?page=11","DUR","0","0","1.88","14","0","0","0","4","4","14.1","13","3","3","2","1","3","18","1.12",".250"
"1718121794-325","https://www.milb.com/stats/pitching?page=11","MEM","1","4","6.35","8","4","0","0","1","2","28.1","33","22","20","2","2","12","18","1.59",".306"
"1718121794-326","https://www.milb.com/stats/pitching?page=11","NOR","1","1","7.94","11","0","0","0","0","1","11.1","15","10","10","3","0","6","18","1.85",".326"
"1718121794-327","https://www.milb.com/stats/pitching?page=11","IOW","1","1","4.97","9","0","0","0","0","1","12.2","7","7","7","2","1","7","18","1.11",".159"
"1718121794-328","https://www.milb.com/stats/pitching?page=11","LOU","0","0","1.30","11","5","0","0","0","0","27.2","16","5","4","1","0","11","18","0.98",".165"
"1718121794-329","https://www.milb.com/stats/pitching?page=11","SYR","1","1","1.59","12","0","0","0","2","3","11.1","7","2","2","0","2","11","18","1.59",".171"
"1718121794-330","https://www.milb.com/stats/pitching?page=11","NAS","0","1","5.25","3","3","0","0","0","0","12.0","12","7","7","4","1","6","17","1.50",".273"
"1718121794-331","https://www.milb.com/stats/pitching?page=11","LHV","2","0","8.53","12","0","0","0","0","0","12.2","14","13","12","4","3","11","17","1.97",".286"
"1718121794-332","https://www.milb.com/stats/pitching?page=11","MEM","2","0","4.61","12","0","0","0","2","3","13.2","10","7","7","1","2","13","17","1.68",".213"
"1718121794-333","https://www.milb.com/stats/pitching?page=11","SYR","3","0","2.17","16","1","0","0","1","1","29.0","25","9","7","2","1","2","17","0.93",".236"
"1718121800-334","https://www.milb.com/stats/pitching?page=10","SYR","4","0","2.45","19","0","0","0","2","2","22.0","17","8","6","1","3","11","22","1.27",".210"
"1718121800-335","https://www.milb.com/stats/pitching?page=10","IOW","1","1","7.50","5","5","0","0","0","0","18.0","17","15","15","4","0","11","22","1.56",".254"
"1718121800-336","https://www.milb.com/stats/pitching?page=10","GWN","0","1","4.50","9","1","0","0","3","3","14.0","13","9","7","5","1","5","22","1.29",".245"
"1718121800-337","https://www.milb.com/stats/pitching?page=10","COL","2","4","4.26","17","1","0","0","0","3","25.1","21","18","12","5","0","15","22","1.42",".219"
"1718121800-338","https://www.milb.com/stats/pitching?page=10","NOR","1","2","8.68","6","6","0","0","0","0","18.2","22","18","18","5","1","7","22","1.55",".293"
"1718121800-339","https://www.milb.com/stats/pitching?page=10","COL","0","1","5.85","6","4","0","0","0","0","20.0","28","17","13","5","0","11","22","1.95",".326"
"1718121800-340","https://www.milb.com/stats/pitching?page=10","JAX","1","1","4.50","13","0","0","0","1","3","18.0","17","10","9","3","2","11","22","1.56",".243"
"1718121800-341","https://www.milb.com/stats/pitching?page=10","LOU","1","1","6.27","17","0","0","0","0","0","18.2","23","14","13","4","2","18","21","2.20",".303"
"1718121800-342","https://www.milb.com/stats/pitching?page=10","NAS","1","1","3.13","17","0","0","0","0","0","23.0","29","15","8","2","1","18","21","2.04",".319"
"1718121800-343","https://www.milb.com/stats/pitching?page=10","IND","0","0","7.04","14","0","0","0","0","0","15.1","19","12","12","1","1","9","21","1.83",".292"
"1718121800-344","https://www.milb.com/stats/pitching?page=10","CLT","3","0","3.58","20","0","0","0","2","2","27.2","17","12","11","3","6","14","21","1.12",".179"
"1718121800-345","https://www.milb.com/stats/pitching?page=10","NAS","1","3","4.76","8","4","0","0","0","0","28.1","24","15","15","6","0","10","21","1.20",".222"
"1718121800-346","https://www.milb.com/stats/pitching?page=10","LOU","3","2","4.38","10","3","0","0","0","0","24.2","24","19","12","4","2","16","21","1.62",".261"
"1718121800-347","https://www.milb.com/stats/pitching?page=10","GWN","1","2","2.81","10","0","0","0","0","0","16.0","13","9","5","2","2","4","21","1.06",".217"
"1718121800-348","https://www.milb.com/stats/pitching?page=10","NOR","1","4","6.52","19","0","0","0","0","0","19.1","10","16","14","3","2","22","20","1.66",".161"
"1718121800-349","https://www.milb.com/stats/pitching?page=10","COL","1","2","7.88","16","0","0","0","0","1","24.0","27","24","21","4","3","19","20","1.92",".297"
"1718121800-350","https://www.milb.com/stats/pitching?page=10","OMA","2","0","5.14","13","0","0","0","3","3","14.0","10","8","8","2","0","8","20","1.29",".196"
"1718121800-351","https://www.milb.com/stats/pitching?page=10","OMA","1","1","7.64","5","5","0","0","0","0","17.2","31","18","15","3","3","6","20","2.09",".383"
"1718121800-352","https://www.milb.com/stats/pitching?page=10","NAS","0","1","10.93","15","0","0","0","0","0","14.0","15","18","17","1","0","14","20","2.07",".273"
"1718121800-353","https://www.milb.com/stats/pitching?page=10","IOW","1","2","5.84","10","0","0","0","0","2","12.1","22","8","8","0","0","1","20","1.86",".373"
"1718121800-354","https://www.milb.com/stats/pitching?page=10","JAX","3","2","4.34","14","0","0","0","3","3","18.2","13","10","9","1","2","12","20","1.34",".197"
"1718121800-355","https://www.milb.com/stats/pitching?page=10","NAS","1","0","3.48","14","0","0","0","0","1","20.2","15","10","8","1","1","10","20","1.21",".205"
"1718121800-356","https://www.milb.com/stats/pitching?page=10","SYR","3","0","1.38","13","0","0","0","2","2","13.0","7","2","2","0","0","6","20","1.00",".156"
"1718121800-357","https://www.milb.com/stats/pitching?page=10","OMA","2","1","4.86","15","0","0","0","0","0","16.2","9","9","9","2","2","11","20","1.20",".161"
"1718121800-358","https://www.milb.com/stats/pitching?page=10","LHV","0","4","8.51","9","4","0","0","0","1","24.1","38","33","23","4","1","19","19","2.34",".355"
"1718121822-359","https://www.milb.com/stats/pitching?page=9","LOU","4","0","2.31","19","0","0","0","0","0","23.1","16","8","6","0","5","10","24","1.11",".200"
"1718121822-360","https://www.milb.com/stats/pitching?page=9","BUF","2","0","3.18","22","0","0","0","4","5","22.2","22","9","8","4","0","9","24","1.37",".250"
"1718121822-361","https://www.milb.com/stats/pitching?page=9","LOU","1","1","2.36","18","0","0","0","0","0","26.2","17","8","7","2","2","8","24","0.94",".185"
"1718121822-362","https://www.milb.com/stats/pitching?page=9","MEM","1","0","1.45","16","0","0","0","4","4","18.2","13","3","3","0","0","9","24","1.18",".197"
"1718121822-363","https://www.milb.com/stats/pitching?page=9","BUF","1","3","4.87","17","0","0","0","0","1","20.1","15","12","11","2","1","12","24","1.33",".205"
"1718121822-364","https://www.milb.com/stats/pitching?page=9","DUR","4","2","4.56","20","0","0","0","0","1","25.2","20","14","13","3","2","16","24","1.40",".206"
"1718121822-365","https://www.milb.com/stats/pitching?page=9","NAS","1","1","1.45","5","3","0","0","0","0","18.2","13","3","3","2","0","7","24","1.07",".191"
"1718121822-366","https://www.milb.com/stats/pitching?page=9","JAX","1","1","4.74","11","0","0","0","3","5","19.0","18","11","10","4","0","8","24","1.37",".247"
"1718121822-367","https://www.milb.com/stats/pitching?page=9","DUR","1","3","5.33","7","7","0","0","0","0","25.1","25","15","15","2","3","17","23","1.66",".263"
"1718121822-368","https://www.milb.com/stats/pitching?page=9","NOR","0","0","2.49","9","2","0","0","0","0","25.1","23","7","7","1","1","7","23","1.18",".245"
"1718121822-369","https://www.milb.com/stats/pitching?page=9","OMA","2","0","1.93","21","0","0","0","8","10","23.1","8","7","5","1","0","14","23","0.94",".103"
"1718121822-370","https://www.milb.com/stats/pitching?page=9","LHV","3","1","2.57","23","0","0","0","0","0","21.0","10","8","6","3","2","11","23","1.00",".147"
"1718121822-371","https://www.milb.com/stats/pitching?page=9","OMA","1","2","1.31","16","0","0","0","2","3","20.2","17","6","3","0","0","5","23","1.06",".218"
"1718121822-372","https://www.milb.com/stats/pitching?page=9","OMA","2","1","6.38","18","0","0","0","0","1","18.1","14","13","13","4","1","17","23","1.69",".203"
"1718121822-373","https://www.milb.com/stats/pitching?page=9","IOW","1","0","4.70","11","0","0","0","0","0","15.1","11","12","8","2","1","22","23","2.15",".190"
"1718121822-374","https://www.milb.com/stats/pitching?page=9","SWB","2","0","1.69","16","0","0","0","2","2","21.1","12","4","4","3","0","10","23","1.03",".167"
"1718121822-375","https://www.milb.com/stats/pitching?page=9","DUR","1","1","7.07","3","3","0","0","0","0","14.0","19","11","11","1","0","5","23","1.71",".311"
"1718121822-376","https://www.milb.com/stats/pitching?page=9","TOL","1","0","2.95","13","0","0","0","3","4","21.1","19","7","7","0","2","11","22","1.41",".244"
"1718121822-377","https://www.milb.com/stats/pitching?page=9","SYR","2","2","3.86","5","5","0","0","0","0","25.2","22","12","11","3","2","13","22","1.36",".227"
"1718121822-378","https://www.milb.com/stats/pitching?page=9","STP","0","0","2.50","18","0","0","0","5","6","18.0","13","6","5","1","1","6","22","1.06",".194"
"1718121822-379","https://www.milb.com/stats/pitching?page=9","BUF","1","1","4.98","22","0","0","0","4","4","21.2","20","14","12","3","0","19","22","1.80",".233"
"1718121822-380","https://www.milb.com/stats/pitching?page=9","IOW","1","0","3.48","8","0","0","0","1","1","10.1","9","4","4","1","0","5","22","1.35",".237"
"1718121822-381","https://www.milb.com/stats/pitching?page=9","SWB","1","1","3.45","22","1","0","0","0","4","28.2","35","19","11","4","0","11","22","1.60",".294"
"1718121822-382","https://www.milb.com/stats/pitching?page=9","SYR","3","1","5.31","16","0","0","0","0","0","20.1","22","12","12","2","2","22","22","2.16",".293"
"1718121822-383","https://www.milb.com/stats/pitching?page=9","IOW","2","3","1.93","19","0","0","0","7","8","23.1","20","8","5","1","0","14","22","1.46",".233"
"1718121845-384","https://www.milb.com/stats/pitching?page=8","GWN","1","0","5.79","14","2","0","0","0","0","23.1","30","18","15","3","2","9","26","1.67",".309"
"1718121845-385","https://www.milb.com/stats/pitching?page=8","COL","1","1","6.85","7","6","0","0","0","0","22.1","20","18","17","4","0","15","26","1.57",".241"
"1718121845-386","https://www.milb.com/stats/pitching?page=8","BUF","5","0","3.38","12","0","0","0","0","0","24.0","15","10","9","0","1","20","26","1.46",".179"
"1718121845-387","https://www.milb.com/stats/pitching?page=8","JAX","0","0","3.32","14","0","0","0","0","0","19.0","13","7","7","4","1","4","26","0.89",".191"
"1718121845-388","https://www.milb.com/stats/pitching?page=8","IOW","3","1","4.15","19","0","0","0","0","1","26.0","23","14","12","4","2","7","26","1.15",".228"
"1718121845-389","https://www.milb.com/stats/pitching?page=8","GWN","2","1","5.06","13","0","0","0","0","1","21.1","14","13","12","2","0","17","26","1.45",".184"
"1718121845-390","https://www.milb.com/stats/pitching?page=8","CLT","1","2","2.50","16","0","0","0","6","8","18.0","14","8","5","1","0","4","25","1.00",".206"
"1718121845-391","https://www.milb.com/stats/pitching?page=8","COL","0","0","2.12","12","0","0","0","1","2","17.0","10","5","4","1","1","6","25","0.94",".172"
"1718121845-392","https://www.milb.com/stats/pitching?page=8","LHV","0","3","8.54","6","6","0","0","0","0","26.1","35","28","25","4","0","15","25","1.90",".321"
"1718121845-393","https://www.milb.com/stats/pitching?page=8","IND","6","1","3.00","13","1","0","0","0","0","24.0","18","8","8","5","0","4","25","0.92",".205"
"1718121845-394","https://www.milb.com/stats/pitching?page=8","TOL","2","0","2.28","20","1","0","0","1","1","27.2","21","9","7","2","1","8","25","1.05",".204"
"1718121845-395","https://www.milb.com/stats/pitching?page=8","NAS","3","3","3.60","10","3","0","0","0","0","25.0","23","12","10","3","3","10","25","1.32",".242"
"1718121845-396","https://www.milb.com/stats/pitching?page=8","LOU","4","0","2.25","17","0","0","0","0","2","20.0","21","7","5","3","1","8","25","1.45",".263"
"1718121845-397","https://www.milb.com/stats/pitching?page=8","NOR","2","2","2.82","21","0","0","0","1","2","22.1","16","8","7","2","0","13","25","1.30",".205"
"1718121845-398","https://www.milb.com/stats/pitching?page=8","BUF","0","2","4.15","16","0","0","0","0","1","17.1","17","9","8","0","0","13","25","1.73",".262"
"1718121845-399","https://www.milb.com/stats/pitching?page=8","LHV","1","1","3.57","14","0","0","0","1","1","17.2","14","8","7","1","0","15","25","1.64",".222"
"1718121845-400","https://www.milb.com/stats/pitching?page=8","ROC","4","0","1.59","19","0","0","0","0","1","28.1","21","6","5","1","2","13","25","1.20",".212"
"1718121845-401","https://www.milb.com/stats/pitching?page=8","IOW","1","1","7.71","11","1","0","0","0","1","14.0","12","13","12","3","1","10","25","1.57",".235"
"1718121845-402","https://www.milb.com/stats/pitching?page=8","JAX","1","2","3.80","18","0","0","0","1","1","23.2","22","14","10","4","5","9","25","1.31",".244"
"1718121845-403","https://www.milb.com/stats/pitching?page=8","COL","1","0","4.50","16","0","0","0","5","5","18.0","19","9","9","2","1","3","25","1.22",".264"
"1718121845-404","https://www.milb.com/stats/pitching?page=8","SWB","1","4","6.65","12","9","0","0","1","1","43.1","52","33","32","8","1","12","25","1.48",".289"
"1718121845-405","https://www.milb.com/stats/pitching?page=8","SYR","0","2","2.12","14","0","0","0","4","4","17.0","7","7","4","2","1","8","25","0.88",".117"
"1718121845-406","https://www.milb.com/stats/pitching?page=8","NAS","2","4","7.24","7","5","0","0","0","0","27.1","31","26","22","6","2","21","25","1.90",".279"
"1718121845-407","https://www.milb.com/stats/pitching?page=8","COL","1","2","3.38","13","0","0","0","0","2","13.1","8","6","5","1","2","7","24","1.13",".182"
"1718121845-408","https://www.milb.com/stats/pitching?page=8","JAX","1","1","4.82","15","0","0","0","2","3","18.2","12","11","10","1","4","18","24","1.61",".185"
"1718121850-409","https://www.milb.com/stats/pitching?page=7","IND","2","2","7.44","17","4","0","0","0","0","32.2","35","28","27","7","0","14","29","1.50",".278"
"1718121850-410","https://www.milb.com/stats/pitching?page=7","IND","2","1","3.28","5","5","0","0","0","0","24.2","21","9","9","1","1","7","29","1.14",".226"
"1718121850-411","https://www.milb.com/stats/pitching?page=7","DUR","0","0","5.96","20","1","0","0","2","2","22.2","28","17","15","2","0","14","29","1.85",".298"
"1718121850-412","https://www.milb.com/stats/pitching?page=7","ROC","2","1","8.31","20","0","0","0","1","1","21.2","25","21","20","5","3","13","28","1.75",".284"
"1718121850-413","https://www.milb.com/stats/pitching?page=7","BUF","2","2","6.63","8","8","0","0","0","0","38.0","49","29","28","9","5","17","28","1.74",".308"
"1718121850-414","https://www.milb.com/stats/pitching?page=7","GWN","3","0","3.86","18","0","0","0","2","2","18.2","9","9","8","1","1","12","28","1.13",".145"
"1718121850-415","https://www.milb.com/stats/pitching?page=7","TOL","1","2","4.23","21","0","0","0","1","4","27.2","25","15","13","2","1","14","28","1.41",".236"
"1718121850-416","https://www.milb.com/stats/pitching?page=7","COL","1","2","5.96","17","0","0","0","1","3","22.2","23","17","15","7","1","15","28","1.68",".256"
"1718121850-417","https://www.milb.com/stats/pitching?page=7","SWB","2","0","1.07","14","0","0","0","1","1","25.1","19","4","3","1","0","10","28","1.14",".209"
"1718121850-418","https://www.milb.com/stats/pitching?page=7","SYR","2","1","3.24","22","0","0","0","3","3","25.0","22","11","9","2","2","19","28","1.64",".242"
"1718121850-419","https://www.milb.com/stats/pitching?page=7","ROC","1","2","5.00","21","0","0","0","0","1","27.0","28","15","15","4","2","11","28","1.44",".267"
"1718121850-420","https://www.milb.com/stats/pitching?page=7","SWB","1","3","6.45","18","0","0","0","0","0","22.1","15","16","16","3","2","18","27","1.48",".195"
"1718121850-421","https://www.milb.com/stats/pitching?page=7","COL","1","0","4.81","13","1","0","0","0","1","24.1","19","15","13","2","0","6","27","1.03",".213"
"1718121850-422","https://www.milb.com/stats/pitching?page=7","CLT","1","4","7.56","24","0","0","0","0","2","25.0","31","25","21","5","1","17","27","1.92",".307"
"1718121850-423","https://www.milb.com/stats/pitching?page=7","MEM","3","0","3.18","19","0","0","0","0","0","22.2","13","9","8","2","1","17","27","1.32",".160"
"1718121850-424","https://www.milb.com/stats/pitching?page=7","OMA","4","1","4.81","22","0","0","0","1","3","24.1","21","14","13","3","3","12","27","1.36",".233"
"1718121850-425","https://www.milb.com/stats/pitching?page=7","GWN","1","0","2.29","15","0","0","0","1","1","19.2","20","6","5","1","1","11","27","1.58",".267"
"1718121850-426","https://www.milb.com/stats/pitching?page=7","WOR","2","1","3.86","18","0","0","0","3","4","23.1","23","11","10","2","0","7","27","1.29",".253"
"1718121850-427","https://www.milb.com/stats/pitching?page=7","JAX","3","2","3.94","8","6","0","0","0","0","32.0","27","14","14","2","2","14","27","1.28",".239"
"1718121850-428","https://www.milb.com/stats/pitching?page=7","GWN","2","1","4.50","18","0","0","0","0","0","20.0","20","10","10","4","2","13","26","1.65",".260"
"1718121850-429","https://www.milb.com/stats/pitching?page=7","JAX","0","3","6.60","9","4","0","0","0","0","30.0","45","22","22","4","2","8","26","1.77",".354"
"1718121850-430","https://www.milb.com/stats/pitching?page=7","IND","1","2","5.34","22","0","0","0","3","4","28.2","27","21","17","3","2","13","26","1.40",".252"
"1718121850-431","https://www.milb.com/stats/pitching?page=7","TOL","0","2","9.30","6","6","0","0","0","0","20.1","26","22","21","6","0","16","26","2.07",".310"
"1718121850-432","https://www.milb.com/stats/pitching?page=7","BUF","0","2","6.50","4","4","0","0","0","0","18.0","23","13","13","4","0","7","26","1.67",".315"
"1718121850-433","https://www.milb.com/stats/pitching?page=7","IND","0","1","4.67","7","2","0","0","1","1","17.1","17","10","9","2","0","18","26","2.02",".262"
"1718121854-434","https://www.milb.com/stats/pitching?page=6","WOR","2","2","7.50","17","0","0","0","0","0","24.0","24","20","20","4","3","21","31","1.88",".264"
"1718121854-435","https://www.milb.com/stats/pitching?page=6","BUF","2","1","2.55","16","0","0","0","1","3","17.2","16","6","5","1","0","7","31","1.30",".235"
"1718121854-436","https://www.milb.com/stats/pitching?page=6","LOU","3","2","3.99","20","2","0","0","0","3","29.1","29","16","13","2","0","9","31","1.30",".261"
"1718121854-437","https://www.milb.com/stats/pitching?page=6","BUF","2","1","6.75","16","1","0","0","0","1","18.2","22","14","14","3","2","12","31","1.82",".297"
"1718121854-438","https://www.milb.com/stats/pitching?page=6","BUF","4","1","2.76","24","0","0","0","0","1","29.1","20","12","9","2","2","14","31","1.16",".198"
"1718121854-439","https://www.milb.com/stats/pitching?page=6","TOL","2","0","3.72","6","5","0","0","0","0","29.0","24","12","12","3","0","10","31","1.17",".231"
"1718121854-440","https://www.milb.com/stats/pitching?page=6","JAX","2","4","5.49","8","7","0","0","0","0","41.0","35","27","25","7","4","18","31","1.29",".226"
"1718121854-441","https://www.milb.com/stats/pitching?page=6","WOR","2","1","4.82","15","2","0","0","1","1","28.0","27","22","15","4","3","15","31","1.50",".250"
"1718121854-442","https://www.milb.com/stats/pitching?page=6","IOW","0","4","6.42","8","7","0","0","0","0","33.2","40","26","24","10","2","20","31","1.78",".296"
"1718121854-443","https://www.milb.com/stats/pitching?page=6","TOL","0","0","3.33","18","3","0","0","2","3","27.0","21","11","10","6","2","16","31","1.37",".212"
"1718121854-444","https://www.milb.com/stats/pitching?page=6","NAS","4","0","2.63","24","0","0","0","2","3","24.0","14","7","7","2","0","8","31","0.92",".165"
"1718121854-445","https://www.milb.com/stats/pitching?page=6","LOU","2","0","3.55","19","0","0","0","1","1","25.1","22","13","10","1","1","18","31","1.58",".229"
"1718121854-446","https://www.milb.com/stats/pitching?page=6","OMA","1","0","2.63","24","0","0","0","3","4","27.1","21","8","8","4","0","14","30","1.28",".221"
"1718121854-447","https://www.milb.com/stats/pitching?page=6","NOR","1","1","6.55","23","0","0","0","5","6","22.0","19","16","16","4","0","13","30","1.45",".226"
"1718121854-448","https://www.milb.com/stats/pitching?page=6","SWB","2","1","3.09","19","0","0","0","4","5","23.1","20","8","8","2","2","10","30","1.29",".235"
"1718121854-449","https://www.milb.com/stats/pitching?page=6","NOR","3","1","5.06","17","0","0","0","0","0","21.1","25","15","12","0","1","15","30","1.88",".291"
"1718121854-450","https://www.milb.com/stats/pitching?page=6","WOR","2","2","6.04","18","1","0","0","1","3","22.1","20","17","15","5","0","18","30","1.70",".244"
"1718121854-451","https://www.milb.com/stats/pitching?page=6","CLT","1","2","5.26","11","3","0","0","0","0","25.2","27","17","15","3","2","15","30","1.64",".265"
"1718121854-452","https://www.milb.com/stats/pitching?page=6","TOL","3","1","7.36","22","0","0","0","1","3","25.2","32","24","21","6","7","15","30","1.83",".299"
"1718121854-453","https://www.milb.com/stats/pitching?page=6","OMA","2","2","3.38","17","5","0","0","0","0","37.1","33","16","14","3","3","19","30","1.39",".241"
"1718121854-454","https://www.milb.com/stats/pitching?page=6","NOR","2","1","2.96","13","0","0","0","0","0","24.1","21","9","8","2","2","14","30","1.44",".236"
"1718121854-455","https://www.milb.com/stats/pitching?page=6","OMA","2","2","3.89","11","10","0","0","0","0","39.1","44","25","17","6","0","16","29","1.53",".282"
"1718121854-456","https://www.milb.com/stats/pitching?page=6","BUF","1","3","4.57","9","9","0","0","0","0","43.1","48","27","22","3","1","15","29","1.45",".282"
"1718121854-457","https://www.milb.com/stats/pitching?page=6","LHV","1","1","8.06","16","3","0","0","0","0","25.2","42","27","23","2","2","11","29","2.06",".362"
"1718121854-458","https://www.milb.com/stats/pitching?page=6","LHV","1","4","5.17","12","5","0","0","0","0","38.1","38","22","22","4","4","12","29","1.30",".257"
"1718121859-459","https://www.milb.com/stats/pitching?page=5","OMA","4","0","4.76","9","9","0","0","0","0","45.1","53","28","24","5","1","13","34","1.46",".296"
"1718121859-460","https://www.milb.com/stats/pitching?page=5","LHV","0","1","0.99","12","8","0","0","0","0","36.1","21","7","4","1","1","20","34","1.13",".169"
"1718121859-461","https://www.milb.com/stats/pitching?page=5","JAX","0","3","6.75","8","8","0","0","0","0","26.2","32","22","20","6","1","12","34","1.65",".296"
"1718121859-462","https://www.milb.com/stats/pitching?page=5","NAS","0","0","4.10","23","0","0","0","1","2","26.1","28","12","12","4","5","8","34","1.37",".264"
"1718121859-463","https://www.milb.com/stats/pitching?page=5","NAS","2","0","1.31","18","0","0","0","5","6","20.2","11","4","3","0","1","9","34","0.97",".153"
"1718121859-464","https://www.milb.com/stats/pitching?page=5","COL","0","1","4.56","11","5","0","0","0","0","23.2","21","13","12","5","3","19","34","1.69",".231"
"1718121859-465","https://www.milb.com/stats/pitching?page=5","DUR","1","2","3.46","16","1","0","0","1","3","26.0","19","11","10","3","1","8","34","1.04",".204"
"1718121859-466","https://www.milb.com/stats/pitching?page=5","NOR","2","3","4.35","8","7","0","0","0","1","39.1","45","26","19","2","2","13","34","1.47",".288"
"1718121859-467","https://www.milb.com/stats/pitching?page=5","NOR","1","2","2.80","14","3","0","0","0","0","35.1","30","18","11","4","0","14","33","1.25",".224"
"1718121859-468","https://www.milb.com/stats/pitching?page=5","ROC","0","2","9.74","15","4","0","0","0","0","32.1","43","36","35","4","2","17","33","1.86",".323"
"1718121859-469","https://www.milb.com/stats/pitching?page=5","SWB","2","0","3.18","21","0","0","0","3","4","28.1","23","11","10","2","0","9","33","1.13",".221"
"1718121859-470","https://www.milb.com/stats/pitching?page=5","BUF","2","4","7.99","17","7","0","0","0","1","32.2","43","33","29","10","1","19","33","1.90",".316"
"1718121859-471","https://www.milb.com/stats/pitching?page=5","STP","3","2","2.64","21","1","0","0","0","0","30.2","26","11","9","0","0","8","32","1.11",".222"
"1718121859-472","https://www.milb.com/stats/pitching?page=5","DUR","1","1","7.36","22","0","0","0","1","2","25.2","33","22","21","6","1","9","32","1.64",".320"
"1718121859-473","https://www.milb.com/stats/pitching?page=5","COL","2","2","4.97","18","0","0","0","1","1","25.1","21","15","14","5","2","16","32","1.46",".228"
"1718121859-474","https://www.milb.com/stats/pitching?page=5","IOW","2","1","3.90","19","0","0","0","0","0","32.1","20","14","14","4","2","24","32","1.36",".177"
"1718121859-475","https://www.milb.com/stats/pitching?page=5","DUR","1","2","4.56","15","5","0","0","0","1","25.2","23","19","13","3","3","15","32","1.48",".230"
"1718121859-476","https://www.milb.com/stats/pitching?page=5","STP","1","3","7.11","20","0","0","0","4","5","25.1","27","22","20","7","0","14","32","1.62",".267"
"1718121859-477","https://www.milb.com/stats/pitching?page=5","STP","0","2","3.94","18","0","0","0","1","1","32.0","32","15","14","4","1","9","32","1.28",".260"
"1718121859-478","https://www.milb.com/stats/pitching?page=5","JAX","3","2","5.18","8","7","0","0","0","0","41.2","40","25","24","8","2","15","32","1.32",".250"
"1718121859-479","https://www.milb.com/stats/pitching?page=5","SWB","4","0","3.60","15","1","0","0","0","0","25.0","23","11","10","2","2","14","32","1.48",".235"
"1718121859-480","https://www.milb.com/stats/pitching?page=5","NAS","0","1","6.21","13","5","0","0","0","0","33.1","38","26","23","6","1","17","32","1.65",".279"
"1718121859-481","https://www.milb.com/stats/pitching?page=5","WOR","3","2","5.54","9","6","0","0","0","0","37.1","40","23","23","5","3","17","32","1.53",".274"
"1718121859-482","https://www.milb.com/stats/pitching?page=5","WOR","1","2","6.86","11","7","0","0","0","0","39.1","56","32","30","6","0","15","32","1.81",".333"
"1718121859-483","https://www.milb.com/stats/pitching?page=5","JAX","1","2","4.66","19","0","0","0","2","2","29.0","25","16","15","4","5","10","31","1.21",".227"
"1718121881-484","https://www.milb.com/stats/pitching?page=4","IND","2","2","5.52","8","6","0","0","0","0","29.1","31","20","18","6","1","11","37","1.43",".272"
