web-scraper-order,web-scraper-start-url,Team,G-val,AB-val,R-val,H-val,2B-val,3B-val,HR-val,RBI,BB-val,SO-val,SB-val,CS-val,AVG,OBP,SLG,OPS
1718120613-423,https://www.milb.com/stats/,SYR,56,199,35,52,13,0,12,43,29,71,2,1,0.261,0.369,0.508,0.877
1718120613-424,https://www.milb.com/stats/,LOU,49,170,31,34,6,0,11,24,29,87,3,0,0.2,0.327,0.429,0.756
1718120613-425,https://www.milb.com/stats/,IND,49,169,30,44,9,5,11,41,12,58,4,3,0.26,0.303,0.568,0.871
1718120613-426,https://www.milb.com/stats/,NAS,47,162,36,46,11,2,11,36,28,52,19,3,0.284,0.403,0.58,0.983
1718120613-427,https://www.milb.com/stats/,NOR,47,173,29,52,8,1,11,35,17,42,5,4,0.301,0.371,0.549,0.92
1718120613-428,https://www.milb.com/stats/,COL,49,185,38,57,10,0,11,44,31,51,4,0,0.308,0.406,0.541,0.947
1718120613-429,https://www.milb.com/stats/,SWB,44,148,29,37,12,0,11,39,31,40,2,1,0.25,0.38,0.554,0.934
1718120613-430,https://www.milb.com/stats/,NOR,36,146,26,35,11,0,11,32,13,44,0,0,0.24,0.315,0.541,0.856
1718120613-431,https://www.milb.com/stats/,STP,46,173,24,36,8,1,11,32,22,68,2,0,0.208,0.3,0.457,0.757
1718120613-432,https://www.milb.com/stats/,SYR,55,185,38,47,10,1,10,38,46,49,5,2,0.254,0.404,0.481,0.885
