"game_pk","gameGuid","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","description","rescheduleDate","rescheduleGameDate","status.reason","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
591849,"023ad785-fb56-4e3a-8601-e4f8deb61a36","/api/v1.1/game/591849/feed/live","E","2019","2019-03-24T01:00:00Z","2019-03-23",FALSE,1,TRUE,"N","Y","N","44-591849-2019-03-23","2019","night",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",11,TRUE,FALSE,0,1,0,"1.000",374,"San Diego Padres Futures","/api/v1/teams/374",2,FALSE,FALSE,0,0,1,".000",532,"Diablos Rojos del Mexico","/api/v1/teams/532",5340,"Estadio Alfredo Harp Helu","/api/v1/venues/5340","/api/v1/game/591849/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583274,"f49e8d70-51a4-40f2-a3b3-cf2019f64197","/api/v1.1/game/583274/feed/live","E","2019","2019-03-24T18:05:00Z","2019-03-24",FALSE,1,TRUE,"N","N","N","14-583274-2019-03-24","2019","day",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,TRUE,0,0,1,".000",140,"Texas Rangers","/api/v1/teams/140",4,TRUE,FALSE,0,1,0,"1.000",556,"Nashville Sounds","/api/v1/teams/556",4715,"First Tennessee Park","/api/v1/venues/4715","/api/v1/game/583274/content","in Nashville, TN",NA,NA,NA,NA,NA,NA,NA,NA,NA
591850,"84b08a3e-1f61-4751-bd8f-eccbf3c377ad","/api/v1.1/game/591850/feed/live","E","2019","2019-03-24T19:00:00Z","2019-03-24",FALSE,1,TRUE,"N","Y","N","44-591850-2019-03-24","2019","day",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",9,TRUE,FALSE,0,2,0,"1.000",374,"San Diego Padres Futures","/api/v1/teams/374",6,FALSE,FALSE,0,0,2,".000",532,"Diablos Rojos del Mexico","/api/v1/teams/532",5340,"Estadio Alfredo Harp Helu","/api/v1/venues/5340","/api/v1/game/591850/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568145,"037caae2-00ee-49a5-9afa-0573c0c60acd","/api/v1.1/game/568145/feed/live","E","2019","2019-03-25T17:05:00Z","2019-03-25",FALSE,1,TRUE,"N","N","N","14-568145-2019-03-25","2019","day",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,0,1,0,"1.000",534,"Rochester Red Wings","/api/v1/teams/534",2,FALSE,FALSE,0,0,1,".000",142,"Minnesota Twins","/api/v1/teams/142",2862,"CenturyLink Sports Complex","/api/v1/venues/2862","/api/v1/game/568145/content","vs. Rochester",NA,NA,NA,NA,NA,NA,NA,NA,NA
578984,"2f170002-bc70-4511-8c5b-b5ccffb376ba","/api/v1.1/game/578984/feed/live","E","2019","2019-03-25T19:05:00Z","2019-03-25",FALSE,1,TRUE,"N","N","N","14-578984-2019-03-25","2019","day",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,0,0,1,".000",115,"Colorado Rockies","/api/v1/teams/115",7,TRUE,FALSE,0,1,0,"1.000",342,"Albuquerque Isotopes","/api/v1/teams/342",2683,"Isotopes Park","/api/v1/venues/2683","/api/v1/game/578984/content","in Albuquerque, NM",NA,NA,NA,NA,NA,NA,NA,NA,NA
568209,"5c3efc7d-150f-44d7-b618-579fb01c2211","/api/v1.1/game/568209/feed/live","E","2019","2019-03-25T23:05:00Z","2019-03-25",FALSE,1,TRUE,"N","N","N","14-568209-2019-03-25","2019","night",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,0,0,1,".000",118,"Kansas City Royals","/api/v1/teams/118",3,TRUE,FALSE,0,1,0,"1.000",541,"Omaha Storm Chasers","/api/v1/teams/541",4271,"Werner Park","/api/v1/venues/4271","/api/v1/game/568209/content","in Omaha, NE",NA,NA,NA,NA,NA,NA,NA,NA,NA
568404,"e1924166-6095-469b-b7d9-7679ce648070","/api/v1.1/game/568404/feed/live","E","2019","2019-03-26T00:00:00Z","2019-03-25",FALSE,1,TRUE,"N","N","N","14-568404-2019-03-25","2019","night",9,FALSE,120,0,0,"Exhibition","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,0,1,0,"1.000",138,"St. Louis Cardinals","/api/v1/teams/138",3,FALSE,FALSE,0,0,1,".000",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/568404/content","in Memphis, TN",NA,NA,NA,NA,NA,NA,NA,NA,NA
575295,"3a649dc5-0368-4ffa-a505-55765356db9d","/api/v1.1/game/575295/feed/live","R","2019","2019-04-04T18:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575295-2019-04-04","2019","day",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,1,0,1,".000",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",8,TRUE,FALSE,1,1,0,"1.000",422,"Buffalo Bisons","/api/v1/teams/422",2756,"Sahlen Field","/api/v1/venues/2756","/api/v1/game/575295/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575931,"989333dc-5386-4054-93b1-02311476e12a","/api/v1.1/game/575931/feed/live","R","2019","2019-04-04T18:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575931-2019-04-04","2019","day",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,1,1,0,"1.000",533,"Pawtucket Red Sox","/api/v1/teams/533",3,FALSE,FALSE,1,0,1,".000",552,"Syracuse Mets","/api/v1/teams/552",2823,"NBT Bank Stadium","/api/v1/venues/2823","/api/v1/game/575931/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575645,"929afc80-519c-4b66-8e2d-1934327d9677","/api/v1.1/game/575645/feed/live","R","2019","2019-04-04T20:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575645-2019-04-04","2019","day",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,1,0,1,".000",416,"Louisville Bats","/api/v1/teams/416",10,TRUE,FALSE,1,1,0,"1.000",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/575645/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575435,"013d7a5f-d13e-43d5-b4d9-5bbbbd2486e3","/api/v1.1/game/575435/feed/live","R","2019","2019-04-04T22:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575435-2019-04-04","2019","night",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,1,".000",484,"Indianapolis Indians","/api/v1/teams/484",10,TRUE,FALSE,1,1,0,"1.000",445,"Columbus Clippers","/api/v1/teams/445",3970,"Huntington Park","/api/v1/venues/3970","/api/v1/game/575435/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575575,"a3f5766e-d4dc-44f0-9c3e-fb508c0f0b81","/api/v1.1/game/575575/feed/live","R","2019","2019-04-04T23:04:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575575-2019-04-04","2019","night",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",11,FALSE,FALSE,1,0,1,".000",234,"Durham Bulls","/api/v1/teams/234",12,TRUE,FALSE,1,1,0,"1.000",494,"Charlotte Knights","/api/v1/teams/494",4670,"BB&T Ballpark","/api/v1/venues/4670","/api/v1/game/575575/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575365,"39c13641-0e41-44e9-9fb2-085fd0ade482","/api/v1.1/game/575365/feed/live","R","2019","2019-04-04T23:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-575365-2019-04-04","2019","night",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,1,".000",568,"Norfolk Tides","/api/v1/teams/568",3,TRUE,FALSE,1,1,0,"1.000",431,"Gwinnett Stripers","/api/v1/teams/431",3810,"Coolray Field","/api/v1/venues/3810","/api/v1/game/575365/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576071,"53df6830-91d2-4915-9acc-356ede41a851","/api/v1.1/game/576071/feed/live","R","2019","2019-04-04T23:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-576071-2019-04-04","2019","night",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,1,1,0,"1.000",534,"Rochester Red Wings","/api/v1/teams/534",2,FALSE,FALSE,1,0,1,".000",1410,"Lehigh Valley IronPigs","/api/v1/teams/1410",3230,"Coca-Cola Park","/api/v1/venues/3230","/api/v1/game/576071/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579767,"455d2887-fec5-4084-a967-655a55fc51be","/api/v1.1/game/579767/feed/live","R","2019","2019-04-04T23:35:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579767-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,1,1,0,"1.000",451,"Iowa Cubs","/api/v1/teams/451",4,FALSE,FALSE,1,0,1,".000",556,"Nashville Sounds","/api/v1/teams/556",4715,"First Tennessee Park","/api/v1/venues/4715","/api/v1/game/579767/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579907,"d2fc8b47-43bf-4e53-87ad-537596ed6171","/api/v1.1/game/579907/feed/live","R","2019","2019-04-05T00:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579907-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,1,1,0,"1.000",510,"San Antonio Missions","/api/v1/teams/510",3,FALSE,FALSE,1,0,1,".000",238,"Oklahoma City Dodgers","/api/v1/teams/238",2843,"Chickasaw Bricktown Ballpark","/api/v1/venues/2843","/api/v1/game/579907/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579697,"5be42f3c-cfa2-4e28-be9f-8badf23414e4","/api/v1.1/game/579697/feed/live","R","2019","2019-04-05T00:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579697-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,0,1,".000",541,"Omaha Storm Chasers","/api/v1/teams/541",9,TRUE,FALSE,1,1,0,"1.000",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/579697/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579332,"11222435-ca4c-4110-ae1d-2838866c891a","/api/v1.1/game/579332/feed/live","R","2019","2019-04-05T00:35:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579332-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",11,TRUE,FALSE,1,1,0,"1.000",561,"Salt Lake Bees","/api/v1/teams/561",4,FALSE,FALSE,1,0,1,".000",342,"Albuquerque Isotopes","/api/v1/teams/342",2683,"Isotopes Park","/api/v1/venues/2683","/api/v1/game/579332/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579417,"00834256-a91a-4d38-a99a-9e496224152d","/api/v1.1/game/579417/feed/live","R","2019","2019-04-05T01:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579417-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",9,TRUE,FALSE,1,1,0,"1.000",400,"Las Vegas Aviators","/api/v1/teams/400",8,FALSE,FALSE,1,0,1,".000",4904,"El Paso Chihuahuas","/api/v1/teams/4904",4669,"Southwest University Park","/api/v1/venues/4669","/api/v1/game/579417/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587933,"fbafbd45-e844-4906-afd9-0cdfd1a2a8ac","/api/v1.1/game/587933/feed/live","R","2019","2019-04-05T01:30:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-587933-2019-04-04","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,1,".000",496,"Leones de Yucatan","/api/v1/teams/496",7,TRUE,FALSE,1,1,0,"1.000",562,"Sultanes de Monterrey","/api/v1/teams/562",2701,"Estadio de Beisbol Monterrey","/api/v1/venues/2701","/api/v1/game/587933/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580188,"2bd97f98-b0a7-4250-b0c6-fc03994b27eb","/api/v1.1/game/580188/feed/live","R","2019","2019-04-05T02:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-580188-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,1,".000",529,"Tacoma Rainiers","/api/v1/teams/529",5,TRUE,FALSE,1,1,0,"1.000",105,"Sacramento River Cats","/api/v1/teams/105",2529,"Raley Field","/api/v1/venues/2529","/api/v1/game/580188/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579487,"c2c11ff5-4938-4140-885c-d86cc1cc3384","/api/v1.1/game/579487/feed/live","R","2019","2019-04-05T02:05:00Z","2019-04-04",FALSE,1,TRUE,"N","Y","N","44-579487-2019-04-04","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,1,".000",2310,"Reno Aces","/api/v1/teams/2310",5,TRUE,FALSE,1,1,0,"1.000",259,"Fresno Grizzlies","/api/v1/teams/259",2640,"Chukchansi Park","/api/v1/venues/2640","/api/v1/game/579487/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579837,"f04810dc-49ab-4d25-9cec-5faac5cd02bb","/api/v1.1/game/579837/feed/live","R","2019","2019-04-05T00:00:00Z","2019-04-06",NA,1,TRUE,"N","Y","N","44-579837-2019-04-04","2019","night",7,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","D","Postponed","DR",FALSE,"F",NA,NA,FALSE,1,1,1,".500",102,"Round Rock Express","/api/v1/teams/102",NA,NA,FALSE,1,1,1,".500",588,"New Orleans Baby Cakes","/api/v1/teams/588",2865,"Shrine on Airline","/api/v1/venues/2865","/api/v1/game/579837/content",NA,"2019-04-06T22:05:00Z","2019-04-06","Rain",NA,NA,NA,NA,NA,NA
588113,"945fd03d-3925-45a7-91af-f181cc798fd3","/api/v1.1/game/588113/feed/live","R","2019","2019-04-05T04:15:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-588113-2019-04-05","2019","night",9,FALSE,NA,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",0,FALSE,FALSE,1,0,1,".000",4444,"Generales de Durango","/api/v1/teams/4444",2,TRUE,FALSE,1,1,0,"1.000",5010,"Toros de Tijuana","/api/v1/teams/5010",2957,"Estadio Chevron","/api/v1/venues/2957","/api/v1/game/588113/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575436,"8f7ee2e5-f3f0-440e-b071-d554e9b4b9c8","/api/v1.1/game/575436/feed/live","R","2019","2019-04-05T22:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-575436-2019-04-05","2019","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,2,".000",484,"Indianapolis Indians","/api/v1/teams/484",5,TRUE,FALSE,1,2,0,"1.000",445,"Columbus Clippers","/api/v1/teams/445",3970,"Huntington Park","/api/v1/venues/3970","/api/v1/game/575436/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575296,"b26a7dcb-71a9-4476-b31b-5d7bf0d518c7","/api/v1.1/game/575296/feed/live","R","2019","2019-04-05T22:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-575296-2019-04-05","2019","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,1,1,1,".500",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",1,FALSE,FALSE,1,1,1,".500",422,"Buffalo Bisons","/api/v1/teams/422",2756,"Sahlen Field","/api/v1/venues/2756","/api/v1/game/575296/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575576,"9f6ddbef-2e2d-4232-a57d-1c506a9955bf","/api/v1.1/game/575576/feed/live","R","2019","2019-04-05T23:04:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-575576-2019-04-05","2019","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,FALSE,FALSE,1,0,2,".000",234,"Durham Bulls","/api/v1/teams/234",10,TRUE,FALSE,1,2,0,"1.000",494,"Charlotte Knights","/api/v1/teams/494",4670,"BB&T Ballpark","/api/v1/venues/4670","/api/v1/game/575576/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575646,"69b471b6-baa1-4470-8113-469496fbbdff","/api/v1.1/game/575646/feed/live","R","2019","2019-04-05T23:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-575646-2019-04-05","2019","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,1,0,2,".000",416,"Louisville Bats","/api/v1/teams/416",4,TRUE,FALSE,1,2,0,"1.000",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/575646/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575366,"6c84b932-d1dc-4886-802c-8ad7238c006b","/api/v1.1/game/575366/feed/live","R","2019","2019-04-05T23:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-575366-2019-04-05","2019","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,1,1,1,".500",568,"Norfolk Tides","/api/v1/teams/568",0,FALSE,FALSE,1,1,1,".500",431,"Gwinnett Stripers","/api/v1/teams/431",3810,"Coolray Field","/api/v1/venues/3810","/api/v1/game/575366/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579768,"df40cb64-f6d2-487d-bfdf-70fb2d8d63f3","/api/v1.1/game/579768/feed/live","R","2019","2019-04-05T23:35:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579768-2019-04-05","2019","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,1,1,".500",451,"Iowa Cubs","/api/v1/teams/451",8,TRUE,FALSE,1,1,1,".500",556,"Nashville Sounds","/api/v1/teams/556",4715,"First Tennessee Park","/api/v1/venues/4715","/api/v1/game/579768/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579838,"7244da50-20a3-4327-bab5-c8bfd0b1c3d3","/api/v1.1/game/579838/feed/live","R","2019","2019-04-06T00:00:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579838-2019-04-05","2019","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,1,".000",102,"Round Rock Express","/api/v1/teams/102",2,TRUE,FALSE,1,1,0,"1.000",588,"New Orleans Baby Cakes","/api/v1/teams/588",2865,"Shrine on Airline","/api/v1/venues/2865","/api/v1/game/579838/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579908,"3e869ccd-1d29-481b-aacf-85bc2bcb8aad","/api/v1.1/game/579908/feed/live","R","2019","2019-04-06T00:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579908-2019-04-05","2019","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,1,1,1,".500",510,"San Antonio Missions","/api/v1/teams/510",4,TRUE,FALSE,1,1,1,".500",238,"Oklahoma City Dodgers","/api/v1/teams/238",2843,"Chickasaw Bricktown Ballpark","/api/v1/venues/2843","/api/v1/game/579908/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579698,"7fd3ee6c-a3a7-4774-915e-dce43ba2227b","/api/v1.1/game/579698/feed/live","R","2019","2019-04-06T00:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579698-2019-04-05","2019","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,1,1,1,".500",541,"Omaha Storm Chasers","/api/v1/teams/541",2,FALSE,FALSE,1,1,1,".500",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/579698/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579333,"91e92790-1b52-4af7-9b30-91bfffaf0adb","/api/v1.1/game/579333/feed/live","R","2019","2019-04-06T00:35:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579333-2019-04-05","2019","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,1,1,".500",561,"Salt Lake Bees","/api/v1/teams/561",7,TRUE,FALSE,1,1,1,".500",342,"Albuquerque Isotopes","/api/v1/teams/342",2683,"Isotopes Park","/api/v1/venues/2683","/api/v1/game/579333/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587392,"365b1cc0-ce23-45eb-a230-aca55060ccef","/api/v1.1/game/587392/feed/live","R","2019","2019-04-06T01:00:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587392-2019-04-05","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,FALSE,FALSE,1,0,1,".000",569,"Tigres de Quintana Roo","/api/v1/teams/569",14,TRUE,FALSE,1,1,0,"1.000",532,"Diablos Rojos del Mexico","/api/v1/teams/532",5340,"Estadio Alfredo Harp Helu","/api/v1/venues/5340","/api/v1/game/587392/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579418,"177e023a-399c-4311-9df1-cfbdf2a306e0","/api/v1.1/game/579418/feed/live","R","2019","2019-04-06T01:05:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-579418-2019-04-05","2019","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",12,TRUE,FALSE,1,2,0,"1.000",400,"Las Vegas Aviators","/api/v1/teams/400",4,FALSE,FALSE,1,0,2,".000",4904,"El Paso Chihuahuas","/api/v1/teams/4904",4669,"Southwest University Park","/api/v1/venues/4669","/api/v1/game/579418/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587934,"1f7069fb-5af1-40a2-b1ad-f8f9fbe93f27","/api/v1.1/game/587934/feed/live","R","2019","2019-04-06T01:30:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587934-2019-04-05","2019","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,FALSE,FALSE,1,0,2,".000",496,"Leones de Yucatan","/api/v1/teams/496",10,TRUE,FALSE,1,2,0,"1.000",562,"Sultanes de Monterrey","/api/v1/teams/562",2701,"Estadio de Beisbol Monterrey","/api/v1/venues/2701","/api/v1/game/587934/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587332,"07104067-26ff-4c95-a130-bb1f137a964f","/api/v1.1/game/587332/feed/live","R","2019","2019-04-06T01:45:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587332-2019-04-05","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,1,".000",528,"Rieleros de Aguascalientes","/api/v1/teams/528",5,TRUE,FALSE,1,1,0,"1.000",434,"Bravos de Leon","/api/v1/teams/434",5320,"Parque Domingo Santana","/api/v1/venues/5320","/api/v1/game/587332/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587693,"9ddcdba0-8976-4a73-a4ea-a8220e13b615","/api/v1.1/game/587693/feed/live","R","2019","2019-04-06T02:00:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587693-2019-04-05","2019","night",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,1,1,0,"1.000",523,"Piratas de Campeche","/api/v1/teams/523",4,FALSE,FALSE,1,0,1,".000",520,"Pericos de Puebla","/api/v1/teams/520",2869,"Estadio Hermanos Serdan","/api/v1/venues/2869","/api/v1/game/587693/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587993,"3a54cbb9-8a61-400f-b187-41e6448a1966","/api/v1.1/game/587993/feed/live","R","2019","2019-04-06T02:00:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587993-2019-04-05","2019","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,1,".000",447,"Algodoneros Union Laguna","/api/v1/teams/447",7,TRUE,FALSE,1,1,0,"1.000",536,"Tecos de los Dos Laredos","/api/v1/teams/536",3410,"Parque la Junta","/api/v1/venues/3410","/api/v1/game/587993/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587212,"72b5e7a6-9272-4509-bd9a-892034d81135","/api/v1.1/game/587212/feed/live","R","2019","2019-04-06T02:00:00Z","2019-04-05",FALSE,1,TRUE,"N","Y","N","44-587212-2019-04-05","2019","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,0,1,".000",502,"Saraperos de Saltillo","/api/v1/teams/502",4,TRUE,FALSE,1,1,0,"1.000",560,"Acereros del Norte","/api/v1/teams/560",2950,"Estadio Monclova","/api/v1/venues/2950","/api/v1/game/587212/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
