"game_pk","gameGuid","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","description","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduleDate","rescheduleGameDate","status.reason","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
647494,"004d1862-c87b-4888-93d8-d1c42d74ac21","/api/v1.1/game/647494/feed/live","R","2021","2021-05-04T22:30:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-647494-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",6,TRUE,FALSE,1,1,0,"1.000",445,"Columbus Clippers","/api/v1/teams/445",3,FALSE,FALSE,1,0,1,".000",416,"Louisville Bats","/api/v1/teams/416",2724,"Louisville Slugger Field","/api/v1/venues/2724","/api/v1/game/647494/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646372,"bef05404-38db-4547-9012-e708b8b4c378","/api/v1.1/game/646372/feed/live","R","2021","2021-05-04T22:35:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-646372-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,0,1,".000",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",5,TRUE,FALSE,1,1,0,"1.000",552,"Syracuse Mets","/api/v1/teams/552",2823,"NBT Bank Stadium","/api/v1/venues/2823","/api/v1/game/646372/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646191,"10c3971b-7b17-4cc7-84c6-20e62bc9acd3","/api/v1.1/game/646191/feed/live","R","2021","2021-05-04T22:35:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-646191-2021-05-04","2021","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",6,FALSE,FALSE,1,0,1,".000",556,"Nashville Sounds","/api/v1/teams/556",8,TRUE,FALSE,1,1,0,"1.000",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/646191/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650282,"ef5f211f-7532-4670-b260-c815f17f6b3c","/api/v1.1/game/650282/feed/live","R","2021","2021-05-04T23:00:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-650282-2021-05-04","2021","night",9,FALSE,NA,6,1,"Regular Season","S","N","Normal Game","in Trenton, NJ","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,1,".000",533,"Worcester Red Sox","/api/v1/teams/533",6,TRUE,FALSE,1,1,0,"1.000",422,"Buffalo Bisons","/api/v1/teams/422",2842,"Trenton Thunder Ballpark","/api/v1/venues/2842","/api/v1/game/650282/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
642922,"d84edd84-17f2-40e5-81d0-1508fbad249d","/api/v1.1/game/642922/feed/live","R","2021","2021-05-04T23:04:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-642922-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",10,TRUE,FALSE,1,1,0,"1.000",431,"Gwinnett Stripers","/api/v1/teams/431",9,FALSE,FALSE,1,0,1,".000",494,"Charlotte Knights","/api/v1/teams/494",4670,"Truist Field","/api/v1/venues/4670","/api/v1/game/642922/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647950,"06f55a5d-79b0-4fa6-83f3-bb968fddcd62","/api/v1.1/game/647950/feed/live","R","2021","2021-05-04T23:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-647950-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,1,0,1,".000",568,"Norfolk Tides","/api/v1/teams/568",11,TRUE,FALSE,1,1,0,"1.000",564,"Jacksonville Jumbo Shrimp","/api/v1/teams/564",2852,"121 Financial Ballpark","/api/v1/venues/2852","/api/v1/game/647950/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647688,"ca0df4c8-7cb3-4de9-9a1a-64785d0f592d","/api/v1.1/game/647688/feed/live","R","2021","2021-05-04T23:05:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-647688-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,1,0,1,".000",534,"Rochester Red Wings","/api/v1/teams/534",6,TRUE,FALSE,1,1,0,"1.000",1410,"Lehigh Valley IronPigs","/api/v1/teams/1410",3230,"Coca-Cola Park","/api/v1/venues/3230","/api/v1/game/647688/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646884,"d4050ece-396a-43fc-b1aa-8c3522845e84","/api/v1.1/game/646884/feed/live","R","2021","2021-05-04T23:35:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-646884-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,0,1,".000",1960,"St. Paul Saints","/api/v1/teams/1960",8,TRUE,FALSE,1,1,0,"1.000",541,"Omaha Storm Chasers","/api/v1/teams/541",4271,"Werner Park","/api/v1/venues/4271","/api/v1/game/646884/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
649830,"9af75b1d-9082-4e79-a297-b05446916036","/api/v1.1/game/649830/feed/live","R","2021","2021-05-04T23:38:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-649830-2021-05-04","2021","night",9,FALSE,120,5,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,1,1,0,"1.000",484,"Indianapolis Indians","/api/v1/teams/484",0,FALSE,FALSE,1,0,1,".000",451,"Iowa Cubs","/api/v1/teams/451",2844,"Principal Park","/api/v1/venues/2844","/api/v1/game/649830/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647453,"a9eeea7a-6b18-4ace-9fc3-9b1021bdcf73","/api/v1.1/game/647453/feed/live","R","2021","2021-05-04T23:45:00Z","2021-05-04",FALSE,1,TRUE,"N","Y","N","44-647453-2021-05-04","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",7,TRUE,FALSE,1,1,0,"1.000",234,"Durham Bulls","/api/v1/teams/234",5,FALSE,FALSE,1,0,1,".000",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/647453/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647910,"802a06bb-db96-4b1f-be07-a9fd6c102715","/api/v1.1/game/647910/feed/live","R","2021","2021-05-05T17:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647910-2021-05-05","2021","day",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",7,FALSE,FALSE,1,0,2,".000",568,"Norfolk Tides","/api/v1/teams/568",10,TRUE,FALSE,1,2,0,"1.000",564,"Jacksonville Jumbo Shrimp","/api/v1/teams/564",2852,"121 Financial Ballpark","/api/v1/venues/2852","/api/v1/game/647910/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647016,"a16311aa-0601-4048-92b6-fb54a6a5b8b2","/api/v1.1/game/647016/feed/live","R","2021","2021-05-05T17:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647016-2021-05-05","2021","day",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",10,TRUE,FALSE,1,1,1,".500",1960,"St. Paul Saints","/api/v1/teams/1960",4,FALSE,FALSE,1,1,1,".500",541,"Omaha Storm Chasers","/api/v1/teams/541",4271,"Werner Park","/api/v1/venues/4271","/api/v1/game/647016/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647495,"f340ec50-a1d3-4613-bc25-265b03ad4b40","/api/v1.1/game/647495/feed/live","R","2021","2021-05-05T22:30:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647495-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",2,TRUE,FALSE,1,2,0,"1.000",445,"Columbus Clippers","/api/v1/teams/445",1,FALSE,FALSE,1,0,2,".000",416,"Louisville Bats","/api/v1/teams/416",2724,"Louisville Slugger Field","/api/v1/venues/2724","/api/v1/game/647495/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646374,"8f5991c7-791d-42c5-9aff-c803a14ce985","/api/v1.1/game/646374/feed/live","R","2021","2021-05-05T22:35:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-646374-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",7,TRUE,FALSE,1,1,1,".500",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",5,FALSE,FALSE,1,1,1,".500",552,"Syracuse Mets","/api/v1/teams/552",2823,"NBT Bank Stadium","/api/v1/venues/2823","/api/v1/game/646374/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646189,"e2b1ae1b-4f06-4baa-8d6f-2468ec126e39","/api/v1.1/game/646189/feed/live","R","2021","2021-05-05T22:35:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-646189-2021-05-05","2021","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",6,FALSE,FALSE,1,0,2,".000",556,"Nashville Sounds","/api/v1/teams/556",9,TRUE,FALSE,1,2,0,"1.000",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/646189/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650289,"4245401d-799c-47f2-a23e-2150a9649628","/api/v1.1/game/650289/feed/live","R","2021","2021-05-05T23:00:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-650289-2021-05-05","2021","night",9,FALSE,NA,6,2,"Regular Season","S","N","Normal Game","in Trenton, NJ","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,1,0,2,".000",533,"Worcester Red Sox","/api/v1/teams/533",5,TRUE,FALSE,1,2,0,"1.000",422,"Buffalo Bisons","/api/v1/teams/422",2842,"Trenton Thunder Ballpark","/api/v1/venues/2842","/api/v1/game/650289/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
642923,"84f5551f-5e7d-432f-a2a9-20f2d2f42f65","/api/v1.1/game/642923/feed/live","R","2021","2021-05-05T23:04:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-642923-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",6,FALSE,FALSE,1,1,1,".500",431,"Gwinnett Stripers","/api/v1/teams/431",9,TRUE,FALSE,1,1,1,".500",494,"Charlotte Knights","/api/v1/teams/494",4670,"Truist Field","/api/v1/venues/4670","/api/v1/game/642923/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647684,"1adde4df-a1f0-47ad-a6af-3db6aa423905","/api/v1.1/game/647684/feed/live","R","2021","2021-05-05T23:05:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647684-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",7,FALSE,FALSE,1,0,2,".000",534,"Rochester Red Wings","/api/v1/teams/534",8,TRUE,FALSE,1,2,0,"1.000",1410,"Lehigh Valley IronPigs","/api/v1/teams/1410",3230,"Coca-Cola Park","/api/v1/venues/3230","/api/v1/game/647684/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
649831,"eeb8da96-6151-4f83-9cfe-f3e6fa026cf7","/api/v1.1/game/649831/feed/live","R","2021","2021-05-05T23:38:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-649831-2021-05-05","2021","night",9,FALSE,120,5,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,1,1,1,".500",484,"Indianapolis Indians","/api/v1/teams/484",8,TRUE,FALSE,1,1,1,".500",451,"Iowa Cubs","/api/v1/teams/451",2844,"Principal Park","/api/v1/venues/2844","/api/v1/game/649831/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647468,"a07367ab-42e2-47f0-a67b-7c5873fb9d31","/api/v1.1/game/647468/feed/live","R","2021","2021-05-05T23:45:00Z","2021-05-05",FALSE,1,TRUE,"N","Y","N","44-647468-2021-05-05","2021","night",9,FALSE,120,6,2,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,1,2,0,"1.000",234,"Durham Bulls","/api/v1/teams/234",0,FALSE,FALSE,1,0,2,".000",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/647468/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647492,"a49c84d0-b01a-4d29-a642-3b0921c1ef3c","/api/v1.1/game/647492/feed/live","R","2021","2021-05-06T22:30:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-647492-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",0,FALSE,FALSE,1,2,1,".667",445,"Columbus Clippers","/api/v1/teams/445",9,TRUE,FALSE,1,1,2,".333",416,"Louisville Bats","/api/v1/teams/416",2724,"Louisville Slugger Field","/api/v1/venues/2724","/api/v1/game/647492/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646369,"cff0301b-abd0-4c98-95dd-09e541a80e63","/api/v1.1/game/646369/feed/live","R","2021","2021-05-06T22:35:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-646369-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",17,TRUE,FALSE,1,2,1,".667",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",11,FALSE,FALSE,1,1,2,".333",552,"Syracuse Mets","/api/v1/teams/552",2823,"NBT Bank Stadium","/api/v1/venues/2823","/api/v1/game/646369/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650287,"9bd38bca-244e-42e6-8bb6-b8961a1d42a2","/api/v1.1/game/650287/feed/live","R","2021","2021-05-06T23:00:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-650287-2021-05-06","2021","night",9,FALSE,NA,6,3,"Regular Season","S","N","Normal Game","in Trenton, NJ","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,3,".000",533,"Worcester Red Sox","/api/v1/teams/533",10,TRUE,FALSE,1,3,0,"1.000",422,"Buffalo Bisons","/api/v1/teams/422",2842,"Trenton Thunder Ballpark","/api/v1/venues/2842","/api/v1/game/650287/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650231,"b753fcc9-3c45-452a-9a92-34490d3ab51e","/api/v1.1/game/650231/feed/live","R","2021","2021-05-06T23:04:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-650231-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,1,2,1,".667",431,"Gwinnett Stripers","/api/v1/teams/431",0,FALSE,FALSE,1,1,2,".333",494,"Charlotte Knights","/api/v1/teams/494",4670,"Truist Field","/api/v1/venues/4670","/api/v1/game/650231/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647908,"4646da2c-2bc5-4345-bce3-a460f47b32b9","/api/v1.1/game/647908/feed/live","R","2021","2021-05-06T23:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-647908-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,1,0,3,".000",568,"Norfolk Tides","/api/v1/teams/568",7,TRUE,FALSE,1,3,0,"1.000",564,"Jacksonville Jumbo Shrimp","/api/v1/teams/564",2852,"121 Financial Ballpark","/api/v1/venues/2852","/api/v1/game/647908/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647687,"148e5809-b934-499a-a818-fc70eca6add3","/api/v1.1/game/647687/feed/live","R","2021","2021-05-06T23:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-647687-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,1,0,3,".000",534,"Rochester Red Wings","/api/v1/teams/534",5,TRUE,FALSE,1,3,0,"1.000",1410,"Lehigh Valley IronPigs","/api/v1/teams/1410",3230,"Coca-Cola Park","/api/v1/venues/3230","/api/v1/game/647687/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646983,"3dca34b2-50ac-45ca-9a7f-98c982e345cf","/api/v1.1/game/646983/feed/live","R","2021","2021-05-06T23:35:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-646983-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,1,1,2,".333",1960,"St. Paul Saints","/api/v1/teams/1960",4,TRUE,FALSE,1,2,1,".667",541,"Omaha Storm Chasers","/api/v1/teams/541",4271,"Werner Park","/api/v1/venues/4271","/api/v1/game/646983/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
647467,"91d4ab25-5fbc-4d7f-8d59-f7b6cdea5664","/api/v1.1/game/647467/feed/live","R","2021","2021-05-06T23:45:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-647467-2021-05-06","2021","night",9,FALSE,120,6,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,1,3,0,"1.000",234,"Durham Bulls","/api/v1/teams/234",3,FALSE,FALSE,1,0,3,".000",235,"Memphis Redbirds","/api/v1/teams/235",2542,"AutoZone Park","/api/v1/venues/2542","/api/v1/game/647467/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
645207,"72ce577b-5cbc-4c16-ac71-30b67b0016e4","/api/v1.1/game/645207/feed/live","R","2021","2021-05-07T00:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-645207-2021-05-06","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",0,FALSE,FALSE,1,0,1,".000",238,"Oklahoma City Dodgers","/api/v1/teams/238",6,TRUE,FALSE,1,1,0,"1.000",102,"Round Rock Express","/api/v1/teams/102",2528,"Dell Diamond","/api/v1/venues/2528","/api/v1/game/645207/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
649829,"1d32f91d-2f0d-43c1-882a-5ad2214126ef","/api/v1.1/game/649829/feed/live","R","2021","2021-05-07T00:08:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-649829-2021-05-06","2021","night",9,FALSE,120,5,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,1,2,1,".667",484,"Indianapolis Indians","/api/v1/teams/484",4,FALSE,FALSE,1,1,2,".333",451,"Iowa Cubs","/api/v1/teams/451",2844,"Principal Park","/api/v1/venues/2844","/api/v1/game/649829/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
645000,"6c6f92eb-3dc0-4255-b022-0b3a8c5bc071","/api/v1.1/game/645000/feed/live","R","2021","2021-05-07T00:35:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-645000-2021-05-06","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,1,1,0,"1.000",2310,"Reno Aces","/api/v1/teams/2310",4,FALSE,FALSE,1,0,1,".000",561,"Salt Lake Bees","/api/v1/teams/561",2772,"Smith's Ballpark","/api/v1/venues/2772","/api/v1/game/645000/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646041,"1cbb7dbd-e520-4ace-9d6c-99c1fbf22413","/api/v1.1/game/646041/feed/live","R","2021","2021-05-07T00:35:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-646041-2021-05-06","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",9,TRUE,FALSE,1,1,0,"1.000",5434,"Sugar Land Skeeters","/api/v1/teams/5434",4,FALSE,FALSE,1,0,1,".000",342,"Albuquerque Isotopes","/api/v1/teams/342",2683,"Isotopes Park","/api/v1/venues/2683","/api/v1/game/646041/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
645746,"40e5ce3f-ce98-405a-bbb4-08a6cf3df474","/api/v1.1/game/645746/feed/live","R","2021","2021-05-07T02:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-645746-2021-05-06","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",8,TRUE,FALSE,1,1,0,"1.000",105,"Sacramento River Cats","/api/v1/teams/105",1,FALSE,FALSE,1,0,1,".000",400,"Las Vegas Aviators","/api/v1/teams/400",5355,"Las Vegas Ballpark","/api/v1/venues/5355","/api/v1/game/645746/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
644660,"1199e1ec-2138-4087-a526-ac539e0e4e28","/api/v1.1/game/644660/feed/live","R","2021","2021-05-07T02:05:00Z","2021-05-06",FALSE,1,TRUE,"N","Y","N","44-644660-2021-05-06","2021","night",9,FALSE,120,6,1,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",7,TRUE,FALSE,1,1,0,"1.000",4904,"El Paso Chihuahuas","/api/v1/teams/4904",6,FALSE,FALSE,1,0,1,".000",529,"Tacoma Rainiers","/api/v1/teams/529",2745,"Cheney Stadium","/api/v1/venues/2745","/api/v1/game/644660/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646186,"d1471ddf-b161-4afc-82c5-03c58a29f8fa","/api/v1.1/game/646186/feed/live","R","2021","2021-05-06T22:35:00Z","2021-05-07",NA,1,TRUE,"N","Y","N","44-646186-2021-05-06","2021","night",7,FALSE,NA,6,3,"Regular Season","S","N","Normal Game",NA,"Final","D","Postponed","DR",FALSE,"F",NA,NA,FALSE,1,1,2,".333",556,"Nashville Sounds","/api/v1/teams/556",NA,NA,FALSE,1,2,1,".667",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/646186/content","2021-05-07T22:10:00Z","2021-05-07","Rain",NA,NA,NA,NA,NA,NA
646185,"a1877760-092d-467b-b29e-d953c331cae0","/api/v1.1/game/646185/feed/live","R","2021","2021-05-07T22:05:00Z","2021-05-07",FALSE,1,TRUE,"Y","Y","N","44-646185-2021-05-07","2021","night",7,FALSE,NA,5,3,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,1,1,2,".333",556,"Nashville Sounds","/api/v1/teams/556",0,FALSE,FALSE,1,2,1,".667",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/646185/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
646186,"d1471ddf-b161-4afc-82c5-03c58a29f8fa","/api/v1.1/game/646186/feed/live","R","2021","2021-05-07T22:10:00Z","2021-05-07",FALSE,2,TRUE,"Y","Y","N","44-646186-2021-05-07","2021","night",7,FALSE,NA,5,4,"Regular Season","S","N","Normal Game","Makeup of 5/6 PPD","Final","F","Final","F",TRUE,"F",5,TRUE,FALSE,1,2,2,".500",556,"Nashville Sounds","/api/v1/teams/556",4,FALSE,FALSE,1,2,2,".500",512,"Toledo Mud Hens","/api/v1/teams/512",2767,"Fifth Third Field","/api/v1/venues/2767","/api/v1/game/646186/content",NA,NA,NA,"2021-05-06T22:35:00Z","2021-05-06",NA,NA,NA,NA
646345,"103a8bda-dbe5-42d0-95e3-80224e74b0e9","/api/v1.1/game/646345/feed/live","R","2021","2021-05-07T22:35:00Z","2021-05-07",FALSE,1,TRUE,"N","Y","N","44-646345-2021-05-07","2021","night",9,FALSE,120,6,4,"Regular Season","S","N","Normal Game",NA,"Final","F","Completed Early","FR",FALSE,"F",7,TRUE,FALSE,1,3,1,".750",531,"Scranton/Wilkes-Barre RailRiders","/api/v1/teams/531",3,FALSE,FALSE,1,1,3,".250",552,"Syracuse Mets","/api/v1/teams/552",2823,"NBT Bank Stadium","/api/v1/venues/2823","/api/v1/game/646345/content",NA,NA,"Rain",NA,NA,NA,NA,NA,NA
647476,"aeedb64c-cdcf-4f8e-a721-de42295e10c3","/api/v1.1/game/647476/feed/live","R","2021","2021-05-07T23:00:00Z","2021-05-07",FALSE,1,TRUE,"N","Y","N","44-647476-2021-05-07","2021","night",9,FALSE,120,6,4,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",10,TRUE,FALSE,1,3,1,".750",445,"Columbus Clippers","/api/v1/teams/445",0,FALSE,FALSE,1,1,3,".250",416,"Louisville Bats","/api/v1/teams/416",2724,"Louisville Slugger Field","/api/v1/venues/2724","/api/v1/game/647476/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650283,"e4f72822-b0cd-414b-b10f-3cb3b7320d43","/api/v1.1/game/650283/feed/live","R","2021","2021-05-07T23:00:00Z","2021-05-07",FALSE,1,TRUE,"N","Y","N","44-650283-2021-05-07","2021","night",9,FALSE,NA,6,4,"Regular Season","S","N","Normal Game","in Trenton, NJ","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,1,1,3,".250",533,"Worcester Red Sox","/api/v1/teams/533",2,FALSE,FALSE,1,3,1,".750",422,"Buffalo Bisons","/api/v1/teams/422",2842,"Trenton Thunder Ballpark","/api/v1/venues/2842","/api/v1/game/650283/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
650229,"31b94ee2-596c-49bf-8edf-f097d5edbb89","/api/v1.1/game/650229/feed/live","R","2021","2021-05-07T23:04:00Z","2021-05-07",FALSE,1,TRUE,"N","Y","N","44-650229-2021-05-07","2021","night",9,FALSE,120,6,4,"Regular Season","S","N","Normal Game",NA,"Final","F","Final","F",FALSE,"F",19,TRUE,FALSE,1,3,1,".750",431,"Gwinnett Stripers","/api/v1/teams/431",1,FALSE,FALSE,1,1,3,".250",494,"Charlotte Knights","/api/v1/teams/494",4670,"Truist Field","/api/v1/venues/4670","/api/v1/game/650229/content",NA,NA,NA,NA,NA,NA,NA,NA,NA
