game_pk,gameGuid,link,gameType,season,gameDate,officialDate,isTie,gameNumber,publicFacing,doubleHeader,gamedayType,tiebreaker,calendarEventID,seasonDisplay,dayNight,scheduledInnings,reverseHomeAwayStatus,inningBreakLength,gamesInSeries,seriesGameNumber,seriesDescription,recordSource,ifNecessary,ifNecessaryDescription,description,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,status.abstractGameCode,teams.away.score,teams.away.isWinner,teams.away.splitSquad,teams.away.seriesNumber,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.pct,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.isWinner,teams.home.splitSquad,teams.home.seriesNumber,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.pct,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link,rescheduleDate,rescheduleGameDate,status.reason,rescheduledFrom,rescheduledFromDate,resumeDate,resumeGameDate,resumedFrom,resumedFromDate,game_date,day_of_week,robot_umpire
647494,004d1862-c87b-4888-93d8-d1c42d74ac21,/api/v1.1/game/647494/feed/live,R,2021,2021-05-04T22:30:00Z,2021-05-04,False,1,True,N,Y,N,44-647494-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6.0,True,False,1.0,1,0,1.0,445,Columbus Clippers,/api/v1/teams/445,3.0,False,False,1.0,0,1,0.0,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/647494/content,,,,,,,,,,2021-05-04,Tuesday,True
646372,bef05404-38db-4547-9012-e708b8b4c378,/api/v1.1/game/646372/feed/live,R,2021,2021-05-04T22:35:00Z,2021-05-04,False,1,True,N,Y,N,44-646372-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,5.0,True,False,1.0,1,0,1.0,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/646372/content,,,,,,,,,,2021-05-04,Tuesday,True
646191,10c3971b-7b17-4cc7-84c6-20e62bc9acd3,/api/v1.1/game/646191/feed/live,R,2021,2021-05-04T22:35:00Z,2021-05-04,False,1,True,N,Y,N,44-646191-2021-05-04,2021,night,9,False,120.0,5.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6.0,False,False,1.0,0,1,0.0,556,Nashville Sounds,/api/v1/teams/556,8.0,True,False,1.0,1,0,1.0,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/646191/content,,,,,,,,,,2021-05-04,Tuesday,True
650282,ef5f211f-7532-4670-b260-c815f17f6b3c,/api/v1.1/game/650282/feed/live,R,2021,2021-05-04T23:00:00Z,2021-05-04,False,1,True,N,Y,N,44-650282-2021-05-04,2021,night,9,False,,6.0,1.0,Regular Season,S,N,Normal Game,"in Trenton, NJ",Final,F,Final,F,False,F,1.0,False,False,1.0,0,1,0.0,533,Worcester Red Sox,/api/v1/teams/533,6.0,True,False,1.0,1,0,1.0,422,Buffalo Bisons,/api/v1/teams/422,2842,Trenton Thunder Ballpark,/api/v1/venues/2842,/api/v1/game/650282/content,,,,,,,,,,2021-05-04,Tuesday,True
642922,d84edd84-17f2-40e5-81d0-1508fbad249d,/api/v1.1/game/642922/feed/live,R,2021,2021-05-04T23:04:00Z,2021-05-04,False,1,True,N,Y,N,44-642922-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10.0,True,False,1.0,1,0,1.0,431,Gwinnett Stripers,/api/v1/teams/431,9.0,False,False,1.0,0,1,0.0,494,Charlotte Knights,/api/v1/teams/494,4670,Truist Field,/api/v1/venues/4670,/api/v1/game/642922/content,,,,,,,,,,2021-05-04,Tuesday,True
647950,06f55a5d-79b0-4fa6-83f3-bb968fddcd62,/api/v1.1/game/647950/feed/live,R,2021,2021-05-04T23:05:00Z,2021-05-04,False,1,True,N,Y,N,44-647950-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,False,False,1.0,0,1,0.0,568,Norfolk Tides,/api/v1/teams/568,11.0,True,False,1.0,1,0,1.0,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/647950/content,,,,,,,,,,2021-05-04,Tuesday,True
647688,ca0df4c8-7cb3-4de9-9a1a-64785d0f592d,/api/v1.1/game/647688/feed/live,R,2021,2021-05-04T23:05:00Z,2021-05-04,False,1,True,N,Y,N,44-647688-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,False,False,1.0,0,1,0.0,534,Rochester Red Wings,/api/v1/teams/534,6.0,True,False,1.0,1,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/647688/content,,,,,,,,,,2021-05-04,Tuesday,True
646884,d4050ece-396a-43fc-b1aa-8c3522845e84,/api/v1.1/game/646884/feed/live,R,2021,2021-05-04T23:35:00Z,2021-05-04,False,1,True,N,Y,N,44-646884-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,1960,St. Paul Saints,/api/v1/teams/1960,8.0,True,False,1.0,1,0,1.0,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/646884/content,,,,,,,,,,2021-05-04,Tuesday,True
649830,9af75b1d-9082-4e79-a297-b05446916036,/api/v1.1/game/649830/feed/live,R,2021,2021-05-04T23:38:00Z,2021-05-04,False,1,True,N,Y,N,44-649830-2021-05-04,2021,night,9,False,120.0,5.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3.0,True,False,1.0,1,0,1.0,484,Indianapolis Indians,/api/v1/teams/484,0.0,False,False,1.0,0,1,0.0,451,Iowa Cubs,/api/v1/teams/451,2844,Principal Park,/api/v1/venues/2844,/api/v1/game/649830/content,,,,,,,,,,2021-05-04,Tuesday,True
647453,a9eeea7a-6b18-4ace-9fc3-9b1021bdcf73,/api/v1.1/game/647453/feed/live,R,2021,2021-05-04T23:45:00Z,2021-05-04,False,1,True,N,Y,N,44-647453-2021-05-04,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7.0,True,False,1.0,1,0,1.0,234,Durham Bulls,/api/v1/teams/234,5.0,False,False,1.0,0,1,0.0,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/647453/content,,,,,,,,,,2021-05-04,Tuesday,True
647910,802a06bb-db96-4b1f-be07-a9fd6c102715,/api/v1.1/game/647910/feed/live,R,2021,2021-05-05T17:05:00Z,2021-05-05,False,1,True,N,Y,N,44-647910-2021-05-05,2021,day,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7.0,False,False,1.0,0,2,0.0,568,Norfolk Tides,/api/v1/teams/568,10.0,True,False,1.0,2,0,1.0,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/647910/content,,,,,,,,,,2021-05-05,Wednesday,True
647016,a16311aa-0601-4048-92b6-fb54a6a5b8b2,/api/v1.1/game/647016/feed/live,R,2021,2021-05-05T17:05:00Z,2021-05-05,False,1,True,N,Y,N,44-647016-2021-05-05,2021,day,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10.0,True,False,1.0,1,1,0.5,1960,St. Paul Saints,/api/v1/teams/1960,4.0,False,False,1.0,1,1,0.5,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/647016/content,,,,,,,,,,2021-05-05,Wednesday,True
647495,f340ec50-a1d3-4613-bc25-265b03ad4b40,/api/v1.1/game/647495/feed/live,R,2021,2021-05-05T22:30:00Z,2021-05-05,False,1,True,N,Y,N,44-647495-2021-05-05,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,2.0,True,False,1.0,2,0,1.0,445,Columbus Clippers,/api/v1/teams/445,1.0,False,False,1.0,0,2,0.0,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/647495/content,,,,,,,,,,2021-05-05,Wednesday,True
646374,8f5991c7-791d-42c5-9aff-c803a14ce985,/api/v1.1/game/646374/feed/live,R,2021,2021-05-05T22:35:00Z,2021-05-05,False,1,True,N,Y,N,44-646374-2021-05-05,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7.0,True,False,1.0,1,1,0.5,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,5.0,False,False,1.0,1,1,0.5,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/646374/content,,,,,,,,,,2021-05-05,Wednesday,True
646189,e2b1ae1b-4f06-4baa-8d6f-2468ec126e39,/api/v1.1/game/646189/feed/live,R,2021,2021-05-05T22:35:00Z,2021-05-05,False,1,True,N,Y,N,44-646189-2021-05-05,2021,night,9,False,120.0,5.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6.0,False,False,1.0,0,2,0.0,556,Nashville Sounds,/api/v1/teams/556,9.0,True,False,1.0,2,0,1.0,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/646189/content,,,,,,,,,,2021-05-05,Wednesday,True
650289,4245401d-799c-47f2-a23e-2150a9649628,/api/v1.1/game/650289/feed/live,R,2021,2021-05-05T23:00:00Z,2021-05-05,False,1,True,N,Y,N,44-650289-2021-05-05,2021,night,9,False,,6.0,2.0,Regular Season,S,N,Normal Game,"in Trenton, NJ",Final,F,Final,F,False,F,2.0,False,False,1.0,0,2,0.0,533,Worcester Red Sox,/api/v1/teams/533,5.0,True,False,1.0,2,0,1.0,422,Buffalo Bisons,/api/v1/teams/422,2842,Trenton Thunder Ballpark,/api/v1/venues/2842,/api/v1/game/650289/content,,,,,,,,,,2021-05-05,Wednesday,True
642923,84f5551f-5e7d-432f-a2a9-20f2d2f42f65,/api/v1.1/game/642923/feed/live,R,2021,2021-05-05T23:04:00Z,2021-05-05,False,1,True,N,Y,N,44-642923-2021-05-05,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6.0,False,False,1.0,1,1,0.5,431,Gwinnett Stripers,/api/v1/teams/431,9.0,True,False,1.0,1,1,0.5,494,Charlotte Knights,/api/v1/teams/494,4670,Truist Field,/api/v1/venues/4670,/api/v1/game/642923/content,,,,,,,,,,2021-05-05,Wednesday,True
647684,1adde4df-a1f0-47ad-a6af-3db6aa423905,/api/v1.1/game/647684/feed/live,R,2021,2021-05-05T23:05:00Z,2021-05-05,False,1,True,N,Y,N,44-647684-2021-05-05,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7.0,False,False,1.0,0,2,0.0,534,Rochester Red Wings,/api/v1/teams/534,8.0,True,False,1.0,2,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/647684/content,,,,,,,,,,2021-05-05,Wednesday,True
649831,eeb8da96-6151-4f83-9cfe-f3e6fa026cf7,/api/v1.1/game/649831/feed/live,R,2021,2021-05-05T23:38:00Z,2021-05-05,False,1,True,N,Y,N,44-649831-2021-05-05,2021,night,9,False,120.0,5.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3.0,False,False,1.0,1,1,0.5,484,Indianapolis Indians,/api/v1/teams/484,8.0,True,False,1.0,1,1,0.5,451,Iowa Cubs,/api/v1/teams/451,2844,Principal Park,/api/v1/venues/2844,/api/v1/game/649831/content,,,,,,,,,,2021-05-05,Wednesday,True
647468,a07367ab-42e2-47f0-a67b-7c5873fb9d31,/api/v1.1/game/647468/feed/live,R,2021,2021-05-05T23:45:00Z,2021-05-05,False,1,True,N,Y,N,44-647468-2021-05-05,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4.0,True,False,1.0,2,0,1.0,234,Durham Bulls,/api/v1/teams/234,0.0,False,False,1.0,0,2,0.0,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/647468/content,,,,,,,,,,2021-05-05,Wednesday,True
647492,a49c84d0-b01a-4d29-a642-3b0921c1ef3c,/api/v1.1/game/647492/feed/live,R,2021,2021-05-06T22:30:00Z,2021-05-06,False,1,True,N,Y,N,44-647492-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,0.0,False,False,1.0,2,1,0.667,445,Columbus Clippers,/api/v1/teams/445,9.0,True,False,1.0,1,2,0.333,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/647492/content,,,,,,,,,,2021-05-06,Thursday,True
646369,cff0301b-abd0-4c98-95dd-09e541a80e63,/api/v1.1/game/646369/feed/live,R,2021,2021-05-06T22:35:00Z,2021-05-06,False,1,True,N,Y,N,44-646369-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,17.0,True,False,1.0,2,1,0.667,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,11.0,False,False,1.0,1,2,0.333,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/646369/content,,,,,,,,,,2021-05-06,Thursday,True
650287,9bd38bca-244e-42e6-8bb6-b8961a1d42a2,/api/v1.1/game/650287/feed/live,R,2021,2021-05-06T23:00:00Z,2021-05-06,False,1,True,N,Y,N,44-650287-2021-05-06,2021,night,9,False,,6.0,3.0,Regular Season,S,N,Normal Game,"in Trenton, NJ",Final,F,Final,F,False,F,1.0,False,False,1.0,0,3,0.0,533,Worcester Red Sox,/api/v1/teams/533,10.0,True,False,1.0,3,0,1.0,422,Buffalo Bisons,/api/v1/teams/422,2842,Trenton Thunder Ballpark,/api/v1/venues/2842,/api/v1/game/650287/content,,,,,,,,,,2021-05-06,Thursday,True
650231,b753fcc9-3c45-452a-9a92-34490d3ab51e,/api/v1.1/game/650231/feed/live,R,2021,2021-05-06T23:04:00Z,2021-05-06,False,1,True,N,Y,N,44-650231-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4.0,True,False,1.0,2,1,0.667,431,Gwinnett Stripers,/api/v1/teams/431,0.0,False,False,1.0,1,2,0.333,494,Charlotte Knights,/api/v1/teams/494,4670,Truist Field,/api/v1/venues/4670,/api/v1/game/650231/content,,,,,,,,,,2021-05-06,Thursday,True
647908,4646da2c-2bc5-4345-bce3-a460f47b32b9,/api/v1.1/game/647908/feed/live,R,2021,2021-05-06T23:05:00Z,2021-05-06,False,1,True,N,Y,N,44-647908-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,1.0,False,False,1.0,0,3,0.0,568,Norfolk Tides,/api/v1/teams/568,7.0,True,False,1.0,3,0,1.0,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/647908/content,,,,,,,,,,2021-05-06,Thursday,True
647687,148e5809-b934-499a-a818-fc70eca6add3,/api/v1.1/game/647687/feed/live,R,2021,2021-05-06T23:05:00Z,2021-05-06,False,1,True,N,Y,N,44-647687-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4.0,False,False,1.0,0,3,0.0,534,Rochester Red Wings,/api/v1/teams/534,5.0,True,False,1.0,3,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/647687/content,,,,,,,,,,2021-05-06,Thursday,True
646983,3dca34b2-50ac-45ca-9a7f-98c982e345cf,/api/v1.1/game/646983/feed/live,R,2021,2021-05-06T23:35:00Z,2021-05-06,False,1,True,N,Y,N,44-646983-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3.0,False,False,1.0,1,2,0.333,1960,St. Paul Saints,/api/v1/teams/1960,4.0,True,False,1.0,2,1,0.667,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/646983/content,,,,,,,,,,2021-05-06,Thursday,True
647467,91d4ab25-5fbc-4d7f-8d59-f7b6cdea5664,/api/v1.1/game/647467/feed/live,R,2021,2021-05-06T23:45:00Z,2021-05-06,False,1,True,N,Y,N,44-647467-2021-05-06,2021,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4.0,True,False,1.0,3,0,1.0,234,Durham Bulls,/api/v1/teams/234,3.0,False,False,1.0,0,3,0.0,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/647467/content,,,,,,,,,,2021-05-06,Thursday,True
645207,72ce577b-5cbc-4c16-ac71-30b67b0016e4,/api/v1.1/game/645207/feed/live,R,2021,2021-05-07T00:05:00Z,2021-05-06,False,1,True,N,Y,N,44-645207-2021-05-06,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,0.0,False,False,1.0,0,1,0.0,238,Oklahoma City Dodgers,/api/v1/teams/238,6.0,True,False,1.0,1,0,1.0,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/645207/content,,,,,,,,,,2021-05-06,Thursday,True
649829,1d32f91d-2f0d-43c1-882a-5ad2214126ef,/api/v1.1/game/649829/feed/live,R,2021,2021-05-07T00:08:00Z,2021-05-06,False,1,True,N,Y,N,44-649829-2021-05-06,2021,night,9,False,120.0,5.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,True,False,1.0,2,1,0.667,484,Indianapolis Indians,/api/v1/teams/484,4.0,False,False,1.0,1,2,0.333,451,Iowa Cubs,/api/v1/teams/451,2844,Principal Park,/api/v1/venues/2844,/api/v1/game/649829/content,,,,,,,,,,2021-05-06,Thursday,True
645000,6c6f92eb-3dc0-4255-b022-0b3a8c5bc071,/api/v1.1/game/645000/feed/live,R,2021,2021-05-07T00:35:00Z,2021-05-06,False,1,True,N,Y,N,44-645000-2021-05-06,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,True,False,1.0,1,0,1.0,2310,Reno Aces,/api/v1/teams/2310,4.0,False,False,1.0,0,1,0.0,561,Salt Lake Bees,/api/v1/teams/561,2772,Smith's Ballpark,/api/v1/venues/2772,/api/v1/game/645000/content,,,,,,,,,,2021-05-06,Thursday,True
646041,1cbb7dbd-e520-4ace-9d6c-99c1fbf22413,/api/v1.1/game/646041/feed/live,R,2021,2021-05-07T00:35:00Z,2021-05-06,False,1,True,N,Y,N,44-646041-2021-05-06,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,9.0,True,False,1.0,1,0,1.0,5434,Sugar Land Skeeters,/api/v1/teams/5434,4.0,False,False,1.0,0,1,0.0,342,Albuquerque Isotopes,/api/v1/teams/342,2683,Isotopes Park,/api/v1/venues/2683,/api/v1/game/646041/content,,,,,,,,,,2021-05-06,Thursday,True
645746,40e5ce3f-ce98-405a-bbb4-08a6cf3df474,/api/v1.1/game/645746/feed/live,R,2021,2021-05-07T02:05:00Z,2021-05-06,False,1,True,N,Y,N,44-645746-2021-05-06,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,8.0,True,False,1.0,1,0,1.0,105,Sacramento River Cats,/api/v1/teams/105,1.0,False,False,1.0,0,1,0.0,400,Las Vegas Aviators,/api/v1/teams/400,5355,Las Vegas Ballpark,/api/v1/venues/5355,/api/v1/game/645746/content,,,,,,,,,,2021-05-06,Thursday,True
644660,1199e1ec-2138-4087-a526-ac539e0e4e28,/api/v1.1/game/644660/feed/live,R,2021,2021-05-07T02:05:00Z,2021-05-06,False,1,True,N,Y,N,44-644660-2021-05-06,2021,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7.0,True,False,1.0,1,0,1.0,4904,El Paso Chihuahuas,/api/v1/teams/4904,6.0,False,False,1.0,0,1,0.0,529,Tacoma Rainiers,/api/v1/teams/529,2745,Cheney Stadium,/api/v1/venues/2745,/api/v1/game/644660/content,,,,,,,,,,2021-05-06,Thursday,True
646186,d1471ddf-b161-4afc-82c5-03c58a29f8fa,/api/v1.1/game/646186/feed/live,R,2021,2021-05-06T22:35:00Z,2021-05-07,,1,True,N,Y,N,44-646186-2021-05-06,2021,night,7,False,,6.0,3.0,Regular Season,S,N,Normal Game,,Final,D,Postponed,DR,False,F,,,False,1.0,1,2,0.333,556,Nashville Sounds,/api/v1/teams/556,,,False,1.0,2,1,0.667,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/646186/content,2021-05-07T22:10:00Z,2021-05-07,Rain,,,,,,,2021-05-07,Friday,False
646185,a1877760-092d-467b-b29e-d953c331cae0,/api/v1.1/game/646185/feed/live,R,2021,2021-05-07T22:05:00Z,2021-05-07,False,1,True,Y,Y,N,44-646185-2021-05-07,2021,night,7,False,,5.0,3.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,True,False,1.0,1,2,0.333,556,Nashville Sounds,/api/v1/teams/556,0.0,False,False,1.0,2,1,0.667,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/646185/content,,,,,,,,,,2021-05-07,Friday,False
646186,d1471ddf-b161-4afc-82c5-03c58a29f8fa,/api/v1.1/game/646186/feed/live,R,2021,2021-05-07T22:10:00Z,2021-05-07,False,2,True,Y,Y,N,44-646186-2021-05-07,2021,night,7,False,,5.0,4.0,Regular Season,S,N,Normal Game,Makeup of 5/6 PPD,Final,F,Final,F,True,F,5.0,True,False,1.0,2,2,0.5,556,Nashville Sounds,/api/v1/teams/556,4.0,False,False,1.0,2,2,0.5,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/646186/content,,,,2021-05-06T22:35:00Z,2021-05-06,,,,,2021-05-07,Friday,False
646345,103a8bda-dbe5-42d0-95e3-80224e74b0e9,/api/v1.1/game/646345/feed/live,R,2021,2021-05-07T22:35:00Z,2021-05-07,False,1,True,N,Y,N,44-646345-2021-05-07,2021,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,,Final,F,Completed Early,FR,False,F,7.0,True,False,1.0,3,1,0.75,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,3.0,False,False,1.0,1,3,0.25,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/646345/content,,,Rain,,,,,,,2021-05-07,Friday,False
647476,aeedb64c-cdcf-4f8e-a721-de42295e10c3,/api/v1.1/game/647476/feed/live,R,2021,2021-05-07T23:00:00Z,2021-05-07,False,1,True,N,Y,N,44-647476-2021-05-07,2021,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10.0,True,False,1.0,3,1,0.75,445,Columbus Clippers,/api/v1/teams/445,0.0,False,False,1.0,1,3,0.25,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/647476/content,,,,,,,,,,2021-05-07,Friday,False
650283,e4f72822-b0cd-414b-b10f-3cb3b7320d43,/api/v1.1/game/650283/feed/live,R,2021,2021-05-07T23:00:00Z,2021-05-07,False,1,True,N,Y,N,44-650283-2021-05-07,2021,night,9,False,,6.0,4.0,Regular Season,S,N,Normal Game,"in Trenton, NJ",Final,F,Final,F,False,F,4.0,True,False,1.0,1,3,0.25,533,Worcester Red Sox,/api/v1/teams/533,2.0,False,False,1.0,3,1,0.75,422,Buffalo Bisons,/api/v1/teams/422,2842,Trenton Thunder Ballpark,/api/v1/venues/2842,/api/v1/game/650283/content,,,,,,,,,,2021-05-07,Friday,False
650229,31b94ee2-596c-49bf-8edf-f097d5edbb89,/api/v1.1/game/650229/feed/live,R,2021,2021-05-07T23:04:00Z,2021-05-07,False,1,True,N,Y,N,44-650229-2021-05-07,2021,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,19.0,True,False,1.0,3,1,0.75,431,Gwinnett Stripers,/api/v1/teams/431,1.0,False,False,1.0,1,3,0.25,494,Charlotte Knights,/api/v1/teams/494,4670,Truist Field,/api/v1/venues/4670,/api/v1/game/650229/content,,,,,,,,,,2021-05-07,Friday,False
647834,582d79a3-a007-49ab-aea3-a52267c7d6c5,/api/v1.1/game/647834/feed/live,R,2021,2021-05-07T23:05:00Z,2021-05-07,False,1,True,N,Y,N,44-647834-2021-05-07,2021,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5.0,True,False,1.0,1,3,0.25,568,Norfolk Tides,/api/v1/teams/568,3.0,False,False,1.0,3,1,0.75,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/647834/content,,,,,,,,,,2021-05-07,Friday,False
647678,23d65d4c-c406-441a-8282-2ab3db7d9bb7,/api/v1.1/game/647678/feed/live,R,2021,2021-05-07T23:05:00Z,2021-05-07,False,1,True,N,Y,N,44-647678-2021-05-07,2021,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10.0,True,False,1.0,1,3,0.25,534,Rochester Red Wings,/api/v1/teams/534,3.0,False,False,1.0,3,1,0.75,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/647678/content,,,,,,,,,,2021-05-07,Friday,False
645204,fb64403a-acc2-40e5-aa64-e4b630894e9e,/api/v1.1/game/645204/feed/live,R,2021,2021-05-08T00:05:00Z,2021-05-07,False,1,True,N,Y,N,44-645204-2021-05-07,2021,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6.0,False,False,1.0,0,2,0.0,238,Oklahoma City Dodgers,/api/v1/teams/238,15.0,True,False,1.0,2,0,1.0,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/645204/content,,,,,,,,,,2021-05-07,Friday,False
