game_pk,gameGuid,link,gameType,season,gameDate,officialDate,isTie,gameNumber,publicFacing,doubleHeader,gamedayType,tiebreaker,calendarEventID,seasonDisplay,dayNight,scheduledInnings,reverseHomeAwayStatus,inningBreakLength,gamesInSeries,seriesGameNumber,seriesDescription,recordSource,ifNecessary,ifNecessaryDescription,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,status.abstractGameCode,teams.away.score,teams.away.isWinner,teams.away.splitSquad,teams.away.seriesNumber,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.pct,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.isWinner,teams.home.splitSquad,teams.home.seriesNumber,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.pct,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link,rescheduleDate,rescheduleGameDate,status.reason,rescheduledFrom,rescheduledFromDate,description,resumeDate,resumeGameDate,resumedFrom,resumedFromDate,game_date,day_of_week,robot_umpire
665225,23672b7e-a5f9-4ffe-8a39-cd932697ba09,/api/v1.1/game/665225/feed/live,R,2022,2022-07-08T01:35:00Z,2022-07-07,False,1,True,N,E,N,44-665225-2022-07-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,16.0,True,False,15.0,35,45,0.438,529,Tacoma Rainiers,/api/v1/teams/529,9.0,False,False,14.0,41,40,0.506,2310,Reno Aces,/api/v1/teams/2310,3789,Greater Nevada Field,/api/v1/venues/3789,/api/v1/game/665225/content,,,,,,,,,,,2022-07-07,Thursday,True
665978,f63e7ca8-e865-45a9-87f6-6d38caa1d3a6,/api/v1.1/game/665978/feed/live,R,2022,2022-07-07T23:05:00Z,2022-07-08,,1,True,N,Y,N,44-665978-2022-07-07,2022,night,7,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,D,Postponed,DI,False,F,,,False,14.0,30,51,0.37,494,Charlotte Knights,/api/v1/teams/494,,,False,14.0,39,42,0.481,431,Gwinnett Stripers,/api/v1/teams/431,3810,Coolray Field,/api/v1/venues/3810,/api/v1/game/665978/content,2022-07-08T21:10:00Z,2022-07-08,Inclement Weather,,,,,,,,2022-07-08,Friday,False
665977,3e6144ba-ad20-4644-aa88-5f022140ec0b,/api/v1.1/game/665977/feed/live,R,2022,2022-07-08T21:05:00Z,2022-07-08,False,1,True,Y,Y,N,44-665977-2022-07-08,2022,night,7,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,14.0,30,51,0.37,494,Charlotte Knights,/api/v1/teams/494,3.0,True,False,14.0,39,42,0.481,431,Gwinnett Stripers,/api/v1/teams/431,3810,Coolray Field,/api/v1/venues/3810,/api/v1/game/665977/content,,,,,,,,,,,2022-07-08,Friday,False
665978,f63e7ca8-e865-45a9-87f6-6d38caa1d3a6,/api/v1.1/game/665978/feed/live,R,2022,2022-07-08T21:10:00Z,2022-07-08,False,2,True,Y,Y,N,44-665978-2022-07-08,2022,night,7,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,True,F,0.0,False,False,14.0,30,52,0.366,494,Charlotte Knights,/api/v1/teams/494,3.0,True,False,14.0,40,42,0.488,431,Gwinnett Stripers,/api/v1/teams/431,3810,Coolray Field,/api/v1/venues/3810,/api/v1/game/665978/content,,,,2022-07-07T23:05:00Z,2022-07-07,Makeup of 7/7 PPD,,,,,2022-07-08,Friday,False
666112,fe44e2ac-5942-4d28-ad97-45409b3c32ca,/api/v1.1/game/666112/feed/live,R,2022,2022-07-08T22:35:00Z,2022-07-08,False,1,True,N,Y,N,44-666112-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,0.0,False,False,14.0,44,38,0.537,235,Memphis Redbirds,/api/v1/teams/235,13.0,True,False,14.0,45,37,0.549,234,Durham Bulls,/api/v1/teams/234,2541,Durham Bulls Athletic Park,/api/v1/venues/2541,/api/v1/game/666112/content,,,,,,,,,,,2022-07-08,Friday,False
664374,3de2ea29-77bd-48e0-a748-050922367e91,/api/v1.1/game/664374/feed/live,R,2022,2022-07-08T22:45:00Z,2022-07-08,False,1,True,N,Y,N,44-664374-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,14.0,39,43,0.476,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,3.0,False,False,14.0,43,39,0.524,533,Worcester Red Sox,/api/v1/teams/533,5410,Polar Park,/api/v1/venues/5410,/api/v1/game/664374/content,,,,,,,,,,,2022-07-08,Friday,False
665449,867838c5-2446-4136-bf09-a6246c627ea3,/api/v1.1/game/665449/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-665449-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,14.0,36,45,0.444,451,Iowa Cubs,/api/v1/teams/451,7.0,True,False,14.0,39,41,0.488,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/665449/content,,,,,,,,,,,2022-07-08,Friday,False
666324,45462b97-566b-4836-9722-1d1305b74a45,/api/v1.1/game/666324/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-666324-2022-07-08,2022,night,9,False,120.0,7.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,14.0,35,47,0.427,552,Syracuse Mets,/api/v1/teams/552,6.0,True,False,14.0,43,39,0.524,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666324/content,,,,,,,,,,,2022-07-08,Friday,False
666298,fbff0dfa-e739-4894-b968-2086caba6d42,/api/v1.1/game/666298/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-666298-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,14.0,51,30,0.63,556,Nashville Sounds,/api/v1/teams/556,3.0,False,False,14.0,46,36,0.561,445,Columbus Clippers,/api/v1/teams/445,3970,Huntington Park,/api/v1/venues/3970,/api/v1/game/666298/content,,,,,,,,,,,2022-07-08,Friday,False
665815,9f737474-0f24-4576-897b-9dd206dcad02,/api/v1.1/game/665815/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-665815-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,14.0,40,42,0.488,568,Norfolk Tides,/api/v1/teams/568,6.0,True,False,14.0,44,38,0.537,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665815/content,,,,,,,,,,,2022-07-08,Friday,False
665698,bea782df-a1eb-4962-9019-b2cc56c49079,/api/v1.1/game/665698/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-665698-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,False,False,14.0,43,39,0.524,534,Rochester Red Wings,/api/v1/teams/534,6.0,True,False,14.0,44,38,0.537,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/665698/content,,,,,,,,,,,2022-07-08,Friday,False
665550,bd179f13-16ec-42e1-92a5-4b7a7d15c102,/api/v1.1/game/665550/feed/live,R,2022,2022-07-08T23:05:00Z,2022-07-08,False,1,True,N,Y,N,44-665550-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,14.0,40,41,0.494,1960,St. Paul Saints,/api/v1/teams/1960,4.0,True,False,14.0,32,49,0.395,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665550/content,,,,,,,,,,,2022-07-08,Friday,False
665034,e49b16b7-57bd-4476-9d88-2ba3e14a8815,/api/v1.1/game/665034/feed/live,R,2022,2022-07-09T00:05:00Z,2022-07-08,False,1,True,N,E,N,44-665034-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,14.0,38,44,0.463,342,Albuquerque Isotopes,/api/v1/teams/342,7.0,True,False,16.0,44,38,0.537,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/665034/content,,,,,,,,,,,2022-07-08,Friday,False
665262,3ca34eb1-83c6-4ab9-a60c-95f3389f9f6e,/api/v1.1/game/665262/feed/live,R,2022,2022-07-09T00:05:00Z,2022-07-08,False,1,True,N,E,N,44-665262-2022-07-08,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,10.0,True,False,15.0,46,36,0.561,400,Las Vegas Aviators,/api/v1/teams/400,3.0,False,False,16.0,49,34,0.59,238,Oklahoma City Dodgers,/api/v1/teams/238,2843,Chickasaw Bricktown Ballpark,/api/v1/venues/2843,/api/v1/game/665262/content,,,,,,,,,,,2022-07-08,Friday,False
665183,294470d1-2271-4ff7-a6a2-311ad787e9d2,/api/v1.1/game/665183/feed/live,R,2022,2022-07-09T00:05:00Z,2022-07-08,False,1,True,N,Y,N,44-665183-2022-07-08,2022,night,9,False,120.0,7.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,True,False,14.0,41,40,0.506,512,Toledo Mud Hens,/api/v1/teams/512,1.0,False,False,14.0,41,40,0.506,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/665183/content,,,,,,,,,,,2022-07-08,Friday,False
664662,aca01041-c896-4604-b1cb-0762df628d7d,/api/v1.1/game/664662/feed/live,R,2022,2022-07-09T00:05:00Z,2022-07-08,False,1,True,N,E,N,44-664662-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,11.0,True,False,15.0,46,36,0.561,4904,El Paso Chihuahuas,/api/v1/teams/4904,3.0,False,False,16.0,37,45,0.451,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,5421,Constellation Field,/api/v1/venues/5421,/api/v1/game/664662/content,,,,,,,,,,,2022-07-08,Friday,False
664898,a028e748-7164-4c99-9892-6b38bb358752,/api/v1.1/game/664898/feed/live,R,2022,2022-07-09T00:35:00Z,2022-07-08,False,1,True,N,E,N,44-664898-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,14.0,36,46,0.439,105,Sacramento River Cats,/api/v1/teams/105,3.0,False,False,15.0,37,45,0.451,561,Salt Lake Bees,/api/v1/teams/561,2772,Smith's Ballpark,/api/v1/venues/2772,/api/v1/game/664898/content,,,,,,,,,,,2022-07-08,Friday,False
665224,e9ceacb0-7fa0-476d-afb2-626436ff9e04,/api/v1.1/game/665224/feed/live,R,2022,2022-07-09T01:35:00Z,2022-07-08,False,1,True,N,E,N,44-665224-2022-07-08,2022,night,9,False,120.0,6.0,4.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,15.0,35,46,0.432,529,Tacoma Rainiers,/api/v1/teams/529,5.0,True,False,14.0,42,40,0.512,2310,Reno Aces,/api/v1/teams/2310,3789,Greater Nevada Field,/api/v1/venues/3789,/api/v1/game/665224/content,,,,,,,,,,,2022-07-08,Friday,False
664496,8c0053c4-8e08-4f38-b99e-5beba856ead3,/api/v1.1/game/664496/feed/live,R,2022,2022-07-09T20:05:00Z,2022-07-09,False,1,True,N,Y,N,44-664496-2022-07-09,2022,day,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,True,False,14.0,40,43,0.482,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,2.0,False,False,14.0,43,40,0.518,533,Worcester Red Sox,/api/v1/teams/533,5410,Polar Park,/api/v1/venues/5410,/api/v1/game/664496/content,,,,,,,,,,,2022-07-09,Saturday,False
665974,be49214f-c9ef-4a55-9d97-2732c9d82efb,/api/v1.1/game/665974/feed/live,R,2022,2022-07-09T22:05:00Z,2022-07-09,False,1,True,N,Y,N,44-665974-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,14.0,30,53,0.361,494,Charlotte Knights,/api/v1/teams/494,5.0,True,False,14.0,41,42,0.494,431,Gwinnett Stripers,/api/v1/teams/431,3810,Coolray Field,/api/v1/venues/3810,/api/v1/game/665974/content,,,,,,,,,,,2022-07-09,Saturday,False
666323,d9d2281c-bf2d-47aa-937f-a76c398bfa21,/api/v1.1/game/666323/feed/live,R,2022,2022-07-09T22:05:00Z,2022-07-09,False,1,True,N,Y,N,44-666323-2022-07-09,2022,night,9,False,120.0,7.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,True,False,14.0,36,47,0.434,552,Syracuse Mets,/api/v1/teams/552,2.0,False,False,14.0,43,40,0.518,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666323/content,,,,,,,,,,,2022-07-09,Saturday,False
666111,9e642970-fc31-4899-85ef-b11643778aba,/api/v1.1/game/666111/feed/live,R,2022,2022-07-09T22:35:00Z,2022-07-09,False,1,True,N,Y,N,44-666111-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,9.0,True,False,14.0,45,38,0.542,235,Memphis Redbirds,/api/v1/teams/235,2.0,False,False,14.0,45,38,0.542,234,Durham Bulls,/api/v1/teams/234,2541,Durham Bulls Athletic Park,/api/v1/venues/2541,/api/v1/game/666111/content,,,,,,,,,,,2022-07-09,Saturday,False
665814,9aeadf1e-cca1-49a4-9704-281cc8c3562c,/api/v1.1/game/665814/feed/live,R,2022,2022-07-09T22:35:00Z,2022-07-09,False,1,True,N,Y,N,44-665814-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,14.0,41,42,0.494,568,Norfolk Tides,/api/v1/teams/568,1.0,False,False,14.0,44,39,0.53,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665814/content,,,,,,,,,,,2022-07-09,Saturday,False
665697,73c4d517-6ea1-46b8-bd21-64a0db3b71b4,/api/v1.1/game/665697/feed/live,R,2022,2022-07-09T22:35:00Z,2022-07-09,False,1,True,N,Y,N,44-665697-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,14.0,43,40,0.518,534,Rochester Red Wings,/api/v1/teams/534,9.0,True,False,14.0,45,38,0.542,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/665697/content,,,,,,,,,,,2022-07-09,Saturday,False
665959,aac427fd-497c-433a-945c-18771e191c9c,/api/v1.1/game/665959/feed/live,R,2022,2022-07-09T23:05:00Z,2022-07-09,False,1,True,N,Y,N,44-665959-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,10.0,True,False,14.0,37,45,0.451,451,Iowa Cubs,/api/v1/teams/451,1.0,False,False,14.0,39,42,0.481,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/665959/content,,,,,,,,,,,2022-07-09,Saturday,False
666250,c1e842ae-935b-4b75-8126-352965e07d28,/api/v1.1/game/666250/feed/live,R,2022,2022-07-09T23:05:00Z,2022-07-09,False,1,True,N,Y,N,44-666250-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,14.0,52,30,0.634,556,Nashville Sounds,/api/v1/teams/556,2.0,False,False,14.0,46,37,0.554,445,Columbus Clippers,/api/v1/teams/445,3970,Huntington Park,/api/v1/venues/3970,/api/v1/game/666250/content,,,,,,,,,,,2022-07-09,Saturday,False
665549,fec95d33-ca0a-4dab-b24b-97d32985a30e,/api/v1.1/game/665549/feed/live,R,2022,2022-07-09T23:05:00Z,2022-07-09,False,1,True,N,Y,N,44-665549-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,9.0,False,False,14.0,40,42,0.488,1960,St. Paul Saints,/api/v1/teams/1960,10.0,True,False,14.0,33,49,0.402,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665549/content,,,,,,,,,,,2022-07-09,Saturday,False
664694,bef11022-d213-4821-85b2-9da827675442,/api/v1.1/game/664694/feed/live,R,2022,2022-07-09T23:05:00Z,2022-07-09,False,1,True,N,E,N,44-664694-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,15.0,47,36,0.566,4904,El Paso Chihuahuas,/api/v1/teams/4904,5.0,False,False,16.0,37,46,0.446,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,5421,Constellation Field,/api/v1/venues/5421,/api/v1/game/664694/content,,,,,,,,,,,2022-07-09,Saturday,False
665013,b7e40261-2f00-4334-889f-e122d377522a,/api/v1.1/game/665013/feed/live,R,2022,2022-07-10T00:05:00Z,2022-07-09,False,1,True,N,E,N,44-665013-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,9.0,False,False,14.0,38,45,0.458,342,Albuquerque Isotopes,/api/v1/teams/342,10.0,True,False,16.0,45,38,0.542,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/665013/content,,,,,,,,,,,2022-07-09,Saturday,False
665263,a9cdeb37-0a9c-4796-b2d4-462cd3ff9934,/api/v1.1/game/665263/feed/live,R,2022,2022-07-10T00:05:00Z,2022-07-09,False,1,True,N,E,N,44-665263-2022-07-09,2022,night,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,True,False,15.0,47,36,0.566,400,Las Vegas Aviators,/api/v1/teams/400,3.0,False,False,16.0,49,35,0.583,238,Oklahoma City Dodgers,/api/v1/teams/238,2843,Chickasaw Bricktown Ballpark,/api/v1/venues/2843,/api/v1/game/665263/content,,,,,,,,,,,2022-07-09,Saturday,False
665182,02ba2e26-74a1-4a94-a36a-09720753885e,/api/v1.1/game/665182/feed/live,R,2022,2022-07-10T00:05:00Z,2022-07-09,False,1,True,N,Y,N,44-665182-2022-07-09,2022,night,9,False,120.0,7.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,8.0,True,False,14.0,42,40,0.512,512,Toledo Mud Hens,/api/v1/teams/512,4.0,False,False,14.0,41,41,0.5,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/665182/content,,,,,,,,,,,2022-07-09,Saturday,False
664897,f3f7db8b-b12d-4260-ac7c-2f6729419a32,/api/v1.1/game/664897/feed/live,R,2022,2022-07-10T00:35:00Z,2022-07-09,False,1,True,N,E,N,44-664897-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,14.0,37,46,0.446,105,Sacramento River Cats,/api/v1/teams/105,5.0,False,False,15.0,37,46,0.446,561,Salt Lake Bees,/api/v1/teams/561,2772,Smith's Ballpark,/api/v1/venues/2772,/api/v1/game/664897/content,,,,,,,,,,,2022-07-09,Saturday,False
665223,e02733e3-938e-4b82-b633-646b51de8b4f,/api/v1.1/game/665223/feed/live,R,2022,2022-07-10T01:35:00Z,2022-07-09,False,1,True,N,E,N,44-665223-2022-07-09,2022,night,9,False,120.0,6.0,5.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,False,False,15.0,35,47,0.427,529,Tacoma Rainiers,/api/v1/teams/529,8.0,True,False,14.0,43,40,0.518,2310,Reno Aces,/api/v1/teams/2310,3789,Greater Nevada Field,/api/v1/venues/3789,/api/v1/game/665223/content,,,,,,,,,,,2022-07-09,Saturday,False
665972,7060e05e-daa0-46e4-8d63-9a9e1320ae48,/api/v1.1/game/665972/feed/live,R,2022,2022-07-10T17:05:00Z,2022-07-10,False,1,True,N,Y,N,44-665972-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,True,False,14.0,31,53,0.369,494,Charlotte Knights,/api/v1/teams/494,0.0,False,False,14.0,41,43,0.488,431,Gwinnett Stripers,/api/v1/teams/431,3810,Coolray Field,/api/v1/venues/3810,/api/v1/game/665972/content,,,,,,,,,,,2022-07-10,Sunday,False
664495,086f2a4e-e979-4502-af65-792372dc5b27,/api/v1.1/game/664495/feed/live,R,2022,2022-07-10T17:05:00Z,2022-07-10,False,1,True,N,Y,N,44-664495-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,14.0,40,44,0.476,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,8.0,True,False,14.0,44,40,0.524,533,Worcester Red Sox,/api/v1/teams/533,5410,Polar Park,/api/v1/venues/5410,/api/v1/game/664495/content,,,,,,,,,,,2022-07-10,Sunday,False
666328,d15bbefd-b6b6-48e8-ba0a-d69df43bcad3,/api/v1.1/game/666328/feed/live,R,2022,2022-07-10T17:05:00Z,2022-07-10,False,1,True,N,Y,N,44-666328-2022-07-10,2022,day,9,False,120.0,7.0,7.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,True,False,14.0,37,47,0.44,552,Syracuse Mets,/api/v1/teams/552,2.0,False,False,14.0,43,41,0.512,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666328/content,,,,,,,,,,,2022-07-10,Sunday,False
665548,2db4fa35-aff6-442e-828f-7f3d376d55b0,/api/v1.1/game/665548/feed/live,R,2022,2022-07-10T17:05:00Z,2022-07-10,False,1,True,N,Y,N,44-665548-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,False,False,14.0,40,43,0.482,1960,St. Paul Saints,/api/v1/teams/1960,5.0,True,False,14.0,34,49,0.41,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665548/content,,,,,,,,,,,2022-07-10,Sunday,False
665955,cfad152b-f04e-468c-8b05-b53a83e8e0a9,/api/v1.1/game/665955/feed/live,R,2022,2022-07-10T17:35:00Z,2022-07-10,False,1,True,N,Y,N,44-665955-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,0.0,False,False,14.0,37,46,0.446,451,Iowa Cubs,/api/v1/teams/451,2.0,True,False,14.0,40,42,0.488,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/665955/content,,,,,,,,,,,2022-07-10,Sunday,False
664875,01dc6c35-f937-4d67-8cfc-d5d49379392d,/api/v1.1/game/664875/feed/live,R,2022,2022-07-10T19:05:00Z,2022-07-10,False,1,True,N,E,N,44-664875-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,False,False,14.0,37,47,0.44,105,Sacramento River Cats,/api/v1/teams/105,12.0,True,False,15.0,38,46,0.452,561,Salt Lake Bees,/api/v1/teams/561,2772,Smith's Ballpark,/api/v1/venues/2772,/api/v1/game/664875/content,,,,,,,,,,,2022-07-10,Sunday,False
666318,ea493a34-468d-4d8b-88fb-dbb9b02d845a,/api/v1.1/game/666318/feed/live,R,2022,2022-07-10T20:05:00Z,2022-07-10,False,1,True,N,Y,N,44-666318-2022-07-10,2022,day,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,14.0,52,31,0.627,556,Nashville Sounds,/api/v1/teams/556,5.0,True,False,14.0,47,37,0.56,445,Columbus Clippers,/api/v1/teams/445,3970,Huntington Park,/api/v1/venues/3970,/api/v1/game/666318/content,,,,,,,,,,,2022-07-10,Sunday,False
666101,5a6ccc62-8e53-440c-877e-e28d1ec48a73,/api/v1.1/game/666101/feed/live,R,2022,2022-07-10T21:05:00Z,2022-07-10,False,1,True,N,Y,N,44-666101-2022-07-10,2022,night,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,14.0,46,38,0.548,235,Memphis Redbirds,/api/v1/teams/235,1.0,False,False,14.0,45,39,0.536,234,Durham Bulls,/api/v1/teams/234,2541,Durham Bulls Athletic Park,/api/v1/venues/2541,/api/v1/game/666101/content,,,,,,,,,,,2022-07-10,Sunday,False
665696,48572b84-8ac8-458c-bc97-f2779c903a0f,/api/v1.1/game/665696/feed/live,R,2022,2022-07-10T21:35:00Z,2022-07-10,False,1,True,N,Y,N,44-665696-2022-07-10,2022,night,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,True,False,14.0,44,40,0.524,534,Rochester Red Wings,/api/v1/teams/534,0.0,False,False,14.0,45,39,0.536,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/665696/content,,,,,,,,,,,2022-07-10,Sunday,False
665181,bc8b5da1-e1d5-415c-8d0e-cfd177432e82,/api/v1.1/game/665181/feed/live,R,2022,2022-07-10T22:05:00Z,2022-07-10,False,1,True,N,Y,N,44-665181-2022-07-10,2022,night,9,False,120.0,7.0,7.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,False,False,14.0,42,41,0.506,512,Toledo Mud Hens,/api/v1/teams/512,9.0,True,False,14.0,42,41,0.506,541,Omaha Storm Chasers,/api/v1/teams/541,4271,Werner Park,/api/v1/venues/4271,/api/v1/game/665181/content,,,,,,,,,,,2022-07-10,Sunday,False
665813,072fdb2f-8730-4efa-9617-24c08ddf3a7d,/api/v1.1/game/665813/feed/live,R,2022,2022-07-10T22:35:00Z,2022-07-10,False,1,True,N,Y,N,44-665813-2022-07-10,2022,night,9,False,120.0,6.0,6.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,14.0,41,43,0.488,568,Norfolk Tides,/api/v1/teams/568,3.0,True,False,14.0,45,39,0.536,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665813/content,,,,,,,,,,,2022-07-10,Sunday,False
