game_pk,gameGuid,link,gameType,season,gameDate,officialDate,isTie,gameNumber,publicFacing,doubleHeader,gamedayType,tiebreaker,calendarEventID,seasonDisplay,dayNight,scheduledInnings,reverseHomeAwayStatus,inningBreakLength,gamesInSeries,seriesGameNumber,seriesDescription,recordSource,ifNecessary,ifNecessaryDescription,status.abstractGameState,status.codedGameState,status.detailedState,status.statusCode,status.startTimeTBD,status.abstractGameCode,teams.away.score,teams.away.isWinner,teams.away.splitSquad,teams.away.seriesNumber,teams.away.leagueRecord.wins,teams.away.leagueRecord.losses,teams.away.leagueRecord.pct,teams.away.team.id,teams.away.team.name,teams.away.team.link,teams.home.score,teams.home.isWinner,teams.home.splitSquad,teams.home.seriesNumber,teams.home.leagueRecord.wins,teams.home.leagueRecord.losses,teams.home.leagueRecord.pct,teams.home.team.id,teams.home.team.name,teams.home.team.link,venue.id,venue.name,venue.link,content.link,rescheduleDate,rescheduleGameDate,status.reason,rescheduledFrom,rescheduledFromDate,description,resumeDate,resumeGameDate,resumedFrom,resumedFromDate,game_date,day_of_week,robot_umpire
666415,f25f49f0-5ae1-4141-a5cd-3949a5be4595,/api/v1.1/game/666415/feed/live,R,2022,2022-04-05T17:05:00Z,2022-04-05,False,1,True,N,Y,N,44-666415-2022-04-05,2022,day,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,451,Iowa Cubs,/api/v1/teams/451,3.0,True,False,1.0,1,0,1.0,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666415/content,,,,,,,,,,,2022-04-05,Tuesday,True
664476,b12d5e19-cc30-4161-a919-39c2e855845f,/api/v1.1/game/664476/feed/live,R,2022,2022-04-05T20:05:00Z,2022-04-05,False,1,True,N,Y,N,44-664476-2022-04-05,2022,day,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,0.0,False,False,1.0,0,1,0.0,534,Rochester Red Wings,/api/v1/teams/534,5.0,True,False,1.0,1,0,1.0,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/664476/content,,,,,,,,,,,2022-04-05,Tuesday,True
664589,78e7ca1f-d522-4bc4-98a5-15fcd181f341,/api/v1.1/game/664589/feed/live,R,2022,2022-04-05T22:35:00Z,2022-04-05,False,1,True,N,Y,N,44-664589-2022-04-05,2022,night,9,False,120.0,5.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,1.0,1,0,1.0,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,0.0,False,False,1.0,0,1,0.0,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/664589/content,,,,,,,,,,,2022-04-05,Tuesday,True
665458,b1ff62c0-9f24-490c-8235-364117bc7253,/api/v1.1/game/665458/feed/live,R,2022,2022-04-05T22:35:00Z,2022-04-05,False,1,True,N,Y,N,44-665458-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,True,False,1.0,1,0,1.0,494,Charlotte Knights,/api/v1/teams/494,1.0,False,False,1.0,0,1,0.0,568,Norfolk Tides,/api/v1/teams/568,2781,Harbor Park,/api/v1/venues/2781,/api/v1/game/665458/content,,,,,,,,,,,2022-04-05,Tuesday,True
665576,1aa25cfc-4445-4366-9376-eae45b0c15d0,/api/v1.1/game/665576/feed/live,R,2022,2022-04-05T22:35:00Z,2022-04-05,False,1,True,N,Y,N,44-665576-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,True,False,1.0,1,0,1.0,1960,St. Paul Saints,/api/v1/teams/1960,2.0,False,False,1.0,0,1,0.0,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665576/content,,,,,,,,,,,2022-04-05,Tuesday,True
666070,99464565-1533-4f77-b713-6f7424d46f2a,/api/v1.1/game/666070/feed/live,R,2022,2022-04-05T23:05:00Z,2022-04-05,False,1,True,N,Y,N,44-666070-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,True,False,1.0,1,0,1.0,541,Omaha Storm Chasers,/api/v1/teams/541,1.0,False,False,1.0,0,1,0.0,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/666070/content,,,,,,,,,,,2022-04-05,Tuesday,True
665849,3751e3bf-8f39-4b08-ad7d-58985aa2dd98,/api/v1.1/game/665849/feed/live,R,2022,2022-04-05T23:05:00Z,2022-04-05,False,1,True,N,Y,N,44-665849-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,1,0,1.0,533,Worcester Red Sox,/api/v1/teams/533,5.0,False,False,1.0,0,1,0.0,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665849/content,,,,,,,,,,,2022-04-05,Tuesday,True
665715,5621899c-b66b-4afe-9cb4-1b08421c526b,/api/v1.1/game/665715/feed/live,R,2022,2022-04-05T23:05:00Z,2022-04-05,False,1,True,N,Y,N,44-665715-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,1.0,0,1,0.0,445,Columbus Clippers,/api/v1/teams/445,7.0,True,False,1.0,1,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/665715/content,,,,,,,,,,,2022-04-05,Tuesday,True
665487,57e810cf-5f35-4357-9984-cba2c629b381,/api/v1.1/game/665487/feed/live,R,2022,2022-04-05T23:35:00Z,2022-04-05,False,1,True,N,Y,N,44-665487-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,False,False,1.0,0,1,0.0,234,Durham Bulls,/api/v1/teams/234,5.0,True,False,1.0,1,0,1.0,556,Nashville Sounds,/api/v1/teams/556,4715,First Horizon Park,/api/v1/venues/4715,/api/v1/game/665487/content,,,,,,,,,,,2022-04-05,Tuesday,True
665309,ee1123fb-af3d-4691-8af6-3c6d41d69553,/api/v1.1/game/665309/feed/live,R,2022,2022-04-06T00:05:00Z,2022-04-05,False,1,True,N,E,N,44-665309-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,342,Albuquerque Isotopes,/api/v1/teams/342,3.0,True,False,1.0,1,0,1.0,238,Oklahoma City Dodgers,/api/v1/teams/238,2843,Chickasaw Bricktown Ballpark,/api/v1/venues/2843,/api/v1/game/665309/content,,,,,,,,,,,2022-04-05,Tuesday,True
665604,5cf845b6-cb40-402d-b0d8-5a08b1c3d856,/api/v1.1/game/665604/feed/live,R,2022,2022-04-06T00:05:00Z,2022-04-05,False,1,True,N,Y,N,44-665604-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,1.0,0,1,0.0,431,Gwinnett Stripers,/api/v1/teams/431,2.0,True,False,1.0,1,0,1.0,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/665604/content,,,,,,,,,,,2022-04-05,Tuesday,True
665133,278a01ce-9caa-441d-a1aa-01fa5a342bf9,/api/v1.1/game/665133/feed/live,R,2022,2022-04-06T00:05:00Z,2022-04-05,False,1,True,N,E,N,44-665133-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,13.0,True,False,1.0,1,0,1.0,4904,El Paso Chihuahuas,/api/v1/teams/4904,1.0,False,False,1.0,0,1,0.0,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/665133/content,,,,,,,,,,,2022-04-05,Tuesday,True
664604,93a13325-59f6-49f5-b56b-3b4bef607af0,/api/v1.1/game/664604/feed/live,R,2022,2022-04-06T01:05:00Z,2022-04-05,False,1,True,N,E,N,44-664604-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,561,Salt Lake Bees,/api/v1/teams/561,4.0,True,False,1.0,1,0,1.0,529,Tacoma Rainiers,/api/v1/teams/529,2745,Cheney Stadium,/api/v1/venues/2745,/api/v1/game/664604/content,,,,,,,,,,,2022-04-05,Tuesday,True
665004,35b8bc56-efcc-4e5f-a220-8d538a325210,/api/v1.1/game/665004/feed/live,R,2022,2022-04-06T01:35:00Z,2022-04-05,False,1,True,N,E,N,44-665004-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,False,False,1.0,0,1,0.0,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,7.0,True,False,1.0,1,0,1.0,105,Sacramento River Cats,/api/v1/teams/105,2529,Sutter Health Park,/api/v1/venues/2529,/api/v1/game/665004/content,,,,,,,,,,,2022-04-05,Tuesday,True
665767,470bef01-f7c7-4f9c-921c-d0ae1383421a,/api/v1.1/game/665767/feed/live,R,2022,2022-04-06T02:05:00Z,2022-04-05,False,1,True,N,E,N,44-665767-2022-04-05,2022,night,9,False,120.0,6.0,1.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,1.0,0,1,0.0,2310,Reno Aces,/api/v1/teams/2310,3.0,True,False,1.0,1,0,1.0,400,Las Vegas Aviators,/api/v1/teams/400,5355,Las Vegas Ballpark,/api/v1/venues/5355,/api/v1/game/665767/content,,,,,,,,,,,2022-04-05,Tuesday,True
665589,3afb3b5c-da83-4018-b095-556141abacee,/api/v1.1/game/665589/feed/live,R,2022,2022-04-06T17:05:00Z,2022-04-06,False,1,True,N,Y,N,44-665589-2022-04-06,2022,day,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,1.0,1,1,0.5,431,Gwinnett Stripers,/api/v1/teams/431,3.0,False,False,1.0,1,1,0.5,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/665589/content,,,,,,,,,,,2022-04-06,Wednesday,True
666374,09872448-0e78-42b4-bf1c-36019d85911d,/api/v1.1/game/666374/feed/live,R,2022,2022-04-06T22:05:00Z,2022-04-06,False,1,True,N,Y,N,44-666374-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,8.0,True,False,1.0,1,1,0.5,451,Iowa Cubs,/api/v1/teams/451,4.0,False,False,1.0,1,1,0.5,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666374/content,,,,,,,,,,,2022-04-06,Wednesday,True
664475,79d780b4-9382-4d17-b7fe-b780fef500c5,/api/v1.1/game/664475/feed/live,R,2022,2022-04-06T22:35:00Z,2022-04-06,False,1,True,N,Y,N,44-664475-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,1,1,0.5,534,Rochester Red Wings,/api/v1/teams/534,3.0,False,False,1.0,1,1,0.5,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/664475/content,,,,,,,,,,,2022-04-06,Wednesday,True
664588,86a00f53-b126-4858-ae22-3045736ef7db,/api/v1.1/game/664588/feed/live,R,2022,2022-04-06T22:35:00Z,2022-04-06,False,1,True,N,Y,N,44-664588-2022-04-06,2022,night,9,False,120.0,5.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,1.0,2,0,1.0,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,3.0,False,False,1.0,0,2,0.0,552,Syracuse Mets,/api/v1/teams/552,2823,NBT Bank Stadium,/api/v1/venues/2823,/api/v1/game/664588/content,,,,,,,,,,,2022-04-06,Wednesday,True
665395,13c8d023-eb78-425e-81e9-9b836d9dd135,/api/v1.1/game/665395/feed/live,R,2022,2022-04-06T22:35:00Z,2022-04-06,False,1,True,N,Y,N,44-665395-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,False,False,1.0,1,1,0.5,494,Charlotte Knights,/api/v1/teams/494,6.0,True,False,1.0,1,1,0.5,568,Norfolk Tides,/api/v1/teams/568,2781,Harbor Park,/api/v1/venues/2781,/api/v1/game/665395/content,,,,,,,,,,,2022-04-06,Wednesday,True
665575,19d548a0-aa78-41cd-bde4-521054043b63,/api/v1.1/game/665575/feed/live,R,2022,2022-04-06T22:35:00Z,2022-04-06,False,1,True,N,Y,N,44-665575-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,7.0,True,False,1.0,2,0,1.0,1960,St. Paul Saints,/api/v1/teams/1960,4.0,False,False,1.0,0,2,0.0,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665575/content,,,,,,,,,,,2022-04-06,Wednesday,True
665848,6f3d5a57-d95f-4ec4-b4cf-331b9e9af974,/api/v1.1/game/665848/feed/live,R,2022,2022-04-06T23:05:00Z,2022-04-06,False,1,True,N,Y,N,44-665848-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,7.0,True,False,1.0,2,0,1.0,533,Worcester Red Sox,/api/v1/teams/533,6.0,False,False,1.0,0,2,0.0,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665848/content,,,,,,,,,,,2022-04-06,Wednesday,True
665664,1686c5a7-ec02-43b4-946e-677ff6f9c524,/api/v1.1/game/665664/feed/live,R,2022,2022-04-06T23:05:00Z,2022-04-06,False,1,True,N,Y,N,44-665664-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,1.0,False,False,1.0,0,2,0.0,445,Columbus Clippers,/api/v1/teams/445,6.0,True,False,1.0,2,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,3230,Coca-Cola Park,/api/v1/venues/3230,/api/v1/game/665664/content,,,,,,,,,,,2022-04-06,Wednesday,True
665477,99404077-bb81-4d91-bb78-7d32474aeea1,/api/v1.1/game/665477/feed/live,R,2022,2022-04-06T23:35:00Z,2022-04-06,False,1,True,N,Y,N,44-665477-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,9.0,True,False,1.0,1,1,0.5,234,Durham Bulls,/api/v1/teams/234,4.0,False,False,1.0,1,1,0.5,556,Nashville Sounds,/api/v1/teams/556,4715,First Horizon Park,/api/v1/venues/4715,/api/v1/game/665477/content,,,,,,,,,,,2022-04-06,Wednesday,True
665306,08c08332-7b1b-4c5a-baa4-be705c484507,/api/v1.1/game/665306/feed/live,R,2022,2022-04-07T00:05:00Z,2022-04-06,False,1,True,N,E,N,44-665306-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,1,1,0.5,342,Albuquerque Isotopes,/api/v1/teams/342,5.0,False,False,1.0,1,1,0.5,238,Oklahoma City Dodgers,/api/v1/teams/238,2843,Chickasaw Bricktown Ballpark,/api/v1/venues/2843,/api/v1/game/665306/content,,,,,,,,,,,2022-04-06,Wednesday,True
665132,b6303e39-cdb2-4d06-a996-53e16c2174f1,/api/v1.1/game/665132/feed/live,R,2022,2022-04-07T00:05:00Z,2022-04-06,False,1,True,N,E,N,44-665132-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,2,0,1.0,4904,El Paso Chihuahuas,/api/v1/teams/4904,2.0,False,False,1.0,0,2,0.0,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/665132/content,,,,,,,,,,,2022-04-06,Wednesday,True
664600,3cd716ad-1edd-4261-9e58-ed03b8bdf3b0,/api/v1.1/game/664600/feed/live,R,2022,2022-04-07T01:05:00Z,2022-04-06,False,1,True,N,E,N,44-664600-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,9.0,True,False,1.0,1,1,0.5,561,Salt Lake Bees,/api/v1/teams/561,5.0,False,False,1.0,1,1,0.5,529,Tacoma Rainiers,/api/v1/teams/529,2745,Cheney Stadium,/api/v1/venues/2745,/api/v1/game/664600/content,,,,,,,,,,,2022-04-06,Wednesday,True
665015,1d366304-d37f-4cb0-9646-e369113f96b2,/api/v1.1/game/665015/feed/live,R,2022,2022-04-07T01:35:00Z,2022-04-06,False,1,True,N,E,N,44-665015-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,1.0,0,2,0.0,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,4.0,True,False,1.0,2,0,1.0,105,Sacramento River Cats,/api/v1/teams/105,2529,Sutter Health Park,/api/v1/venues/2529,/api/v1/game/665015/content,,,,,,,,,,,2022-04-06,Wednesday,True
665759,74001e2b-444e-41f9-904a-cf97b2648d89,/api/v1.1/game/665759/feed/live,R,2022,2022-04-07T02:05:00Z,2022-04-06,False,1,True,N,E,N,44-665759-2022-04-06,2022,night,9,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,8.0,True,False,1.0,1,1,0.5,2310,Reno Aces,/api/v1/teams/2310,7.0,False,False,1.0,1,1,0.5,400,Las Vegas Aviators,/api/v1/teams/400,5355,Las Vegas Ballpark,/api/v1/venues/5355,/api/v1/game/665759/content,,,,,,,,,,,2022-04-06,Wednesday,True
666051,272ae1c0-e160-45ea-8a16-346849320693,/api/v1.1/game/666051/feed/live,R,2022,2022-04-06T17:35:00Z,2022-04-07,,1,True,N,Y,N,44-666051-2022-04-06,2022,day,7,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,D,Postponed,DR,False,F,,,False,1.0,1,1,0.5,541,Omaha Storm Chasers,/api/v1/teams/541,,,False,1.0,1,1,0.5,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/666051/content,2022-04-07T22:10:00Z,2022-04-07,Rain,,,,,,,,2022-04-07,Thursday,True
665457,e36cff2d-fc55-470a-b555-95b9472cc25f,/api/v1.1/game/665457/feed/live,R,2022,2022-04-07T16:05:00Z,2022-04-07,False,1,True,N,Y,N,44-665457-2022-04-07,2022,day,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,13.0,True,False,1.0,2,1,0.667,494,Charlotte Knights,/api/v1/teams/494,7.0,False,False,1.0,1,2,0.333,568,Norfolk Tides,/api/v1/teams/568,2781,Harbor Park,/api/v1/venues/2781,/api/v1/game/665457/content,,,,,,,,,,,2022-04-07,Thursday,True
666069,eb1f32cf-98d7-4882-8971-8d2325df1d9b,/api/v1.1/game/666069/feed/live,R,2022,2022-04-07T22:05:00Z,2022-04-07,False,1,True,Y,Y,N,44-666069-2022-04-07,2022,night,7,False,120.0,6.0,2.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,3.0,False,False,1.0,1,1,0.5,541,Omaha Storm Chasers,/api/v1/teams/541,5.0,True,False,1.0,1,1,0.5,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/666069/content,,,,,,,,,,,2022-04-07,Thursday,True
666051,272ae1c0-e160-45ea-8a16-346849320693,/api/v1.1/game/666051/feed/live,R,2022,2022-04-07T22:10:00Z,2022-04-07,False,2,True,Y,Y,N,44-666051-2022-04-07,2022,night,7,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,True,F,6.0,True,False,1.0,2,1,0.667,541,Omaha Storm Chasers,/api/v1/teams/541,2.0,False,False,1.0,1,2,0.333,484,Indianapolis Indians,/api/v1/teams/484,2858,Victory Field,/api/v1/venues/2858,/api/v1/game/666051/content,,,,2022-04-06T17:35:00Z,2022-04-06,,,,,,2022-04-07,Thursday,True
664474,49798efd-ef6e-42d8-baba-08dd9fd0ab12,/api/v1.1/game/664474/feed/live,R,2022,2022-04-07T22:35:00Z,2022-04-07,False,1,True,N,Y,N,44-664474-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,8.0,True,False,1.0,2,1,0.667,534,Rochester Red Wings,/api/v1/teams/534,5.0,False,False,1.0,1,2,0.333,512,Toledo Mud Hens,/api/v1/teams/512,2767,Fifth Third Field,/api/v1/venues/2767,/api/v1/game/664474/content,,,,,,,,,,,2022-04-07,Thursday,True
665574,0602c9b6-97ce-4a44-9b6f-224089fd7303,/api/v1.1/game/665574/feed/live,R,2022,2022-04-07T22:35:00Z,2022-04-07,False,1,True,N,Y,N,44-665574-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,False,False,1.0,2,1,0.667,1960,St. Paul Saints,/api/v1/teams/1960,5.0,True,False,1.0,1,2,0.333,416,Louisville Bats,/api/v1/teams/416,2724,Louisville Slugger Field,/api/v1/venues/2724,/api/v1/game/665574/content,,,,,,,,,,,2022-04-07,Thursday,True
665841,4f8e8a58-7a61-49fc-8fca-50e3914ab584,/api/v1.1/game/665841/feed/live,R,2022,2022-04-07T23:05:00Z,2022-04-07,False,1,True,N,Y,N,44-665841-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,4.0,False,False,1.0,2,1,0.667,533,Worcester Red Sox,/api/v1/teams/533,8.0,True,False,1.0,1,2,0.333,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2852,121 Financial Ballpark,/api/v1/venues/2852,/api/v1/game/665841/content,,,,,,,,,,,2022-04-07,Thursday,True
665476,5da7215c-3293-41c0-af9d-42136d27e813,/api/v1.1/game/665476/feed/live,R,2022,2022-04-07T23:35:00Z,2022-04-07,False,1,True,N,Y,N,44-665476-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,2,1,0.667,234,Durham Bulls,/api/v1/teams/234,3.0,False,False,1.0,1,2,0.333,556,Nashville Sounds,/api/v1/teams/556,4715,First Horizon Park,/api/v1/venues/4715,/api/v1/game/665476/content,,,,,,,,,,,2022-04-07,Thursday,True
665543,4c746e1e-c279-4178-958f-f9aadd44bca5,/api/v1.1/game/665543/feed/live,R,2022,2022-04-07T23:45:00Z,2022-04-07,False,1,True,N,Y,N,44-665543-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,5.0,True,False,1.0,2,1,0.667,431,Gwinnett Stripers,/api/v1/teams/431,2.0,False,False,1.0,1,2,0.333,235,Memphis Redbirds,/api/v1/teams/235,2542,AutoZone Park,/api/v1/venues/2542,/api/v1/game/665543/content,,,,,,,,,,,2022-04-07,Thursday,True
665307,1f6fb02e-9e7b-48b3-a1ed-c7b8e46a0d72,/api/v1.1/game/665307/feed/live,R,2022,2022-04-08T00:05:00Z,2022-04-07,False,1,True,N,E,N,44-665307-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,2.0,False,False,1.0,1,2,0.333,342,Albuquerque Isotopes,/api/v1/teams/342,3.0,True,False,1.0,2,1,0.667,238,Oklahoma City Dodgers,/api/v1/teams/238,2843,Chickasaw Bricktown Ballpark,/api/v1/venues/2843,/api/v1/game/665307/content,,,,,,,,,,,2022-04-07,Thursday,True
665102,00ed63d2-6e63-4a1b-a5a4-026dbc499e62,/api/v1.1/game/665102/feed/live,R,2022,2022-04-08T00:05:00Z,2022-04-07,False,1,True,N,E,N,44-665102-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,8.0,True,False,1.0,3,0,1.0,4904,El Paso Chihuahuas,/api/v1/teams/4904,7.0,False,False,1.0,0,3,0.0,102,Round Rock Express,/api/v1/teams/102,2528,Dell Diamond,/api/v1/venues/2528,/api/v1/game/665102/content,,,,,,,,,,,2022-04-07,Thursday,True
665040,e5c1908f-392b-4fda-99ba-6d39dfa2ed05,/api/v1.1/game/665040/feed/live,R,2022,2022-04-08T01:45:00Z,2022-04-07,False,1,True,N,E,N,44-665040-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,0.0,False,False,1.0,0,3,0.0,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,6.0,True,False,1.0,3,0,1.0,105,Sacramento River Cats,/api/v1/teams/105,2529,Sutter Health Park,/api/v1/venues/2529,/api/v1/game/665040/content,,,,,,,,,,,2022-04-07,Thursday,True
664599,32c64091-ba9b-4953-ad5e-fe5b9518441c,/api/v1.1/game/664599/feed/live,R,2022,2022-04-08T02:05:00Z,2022-04-07,False,1,True,N,E,N,44-664599-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,14.0,True,False,1.0,2,1,0.667,561,Salt Lake Bees,/api/v1/teams/561,1.0,False,False,1.0,1,2,0.333,529,Tacoma Rainiers,/api/v1/teams/529,2745,Cheney Stadium,/api/v1/venues/2745,/api/v1/game/664599/content,,,,,,,,,,,2022-04-07,Thursday,True
665758,695306e9-c039-41b6-903b-8d3398ea831a,/api/v1.1/game/665758/feed/live,R,2022,2022-04-08T02:05:00Z,2022-04-07,False,1,True,N,E,N,44-665758-2022-04-07,2022,night,9,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,F,Final,F,False,F,6.0,True,False,1.0,2,1,0.667,2310,Reno Aces,/api/v1/teams/2310,4.0,False,False,1.0,1,2,0.333,400,Las Vegas Aviators,/api/v1/teams/400,5355,Las Vegas Ballpark,/api/v1/venues/5355,/api/v1/game/665758/content,,,,,,,,,,,2022-04-07,Thursday,True
666407,31ec9979-bb39-4858-b6ae-32cc30e603c5,/api/v1.1/game/666407/feed/live,R,2022,2022-04-07T22:05:00Z,2022-04-08,,1,True,N,Y,N,44-666407-2022-04-07,2022,night,7,False,120.0,6.0,3.0,Regular Season,S,N,Normal Game,Final,D,Postponed,DR,False,F,,,False,1.0,1,2,0.333,451,Iowa Cubs,/api/v1/teams/451,,,False,1.0,2,1,0.667,422,Buffalo Bisons,/api/v1/teams/422,2756,Sahlen Field,/api/v1/venues/2756,/api/v1/game/666407/content,2022-04-08T21:35:00Z,2022-04-08,Rain,,,,,,,,2022-04-08,Friday,False
